order_id,has_customization,special_instructions,nlp_penalty_sec,packaging_overhead_sec,item_complexity_base_sec,complexity_delta_sec
16316,False,,0,0,10,0
8576,False,,0,0,20,0
18494,True,Extra cheese on top,18,0,10,28
18501,False,,0,0,10,0
18496,True,Extra raita on the side,12,0,15,27
16340,True,Add paneer tikka as extra | Steam instead of fry,50,0,15,65
16345,False,,0,0,10,0
8591,True,"Half portion butter chicken, double naan, raita side",27,0,20,47
18503,True,Extra raita on the side,12,0,15,27
18519,True,Sugar free dessert | Gluten free preparation | Add extra green chilli,45,0,5,50
18518,True,"Separate dal and rice, extra papad, no pickle",30,0,5,35
11501,True,Steam instead of fry,20,0,15,35
18522,True,Jain preparation no onion no garlic | Make it extra spicy,75,0,5,80
16332,False,,0,0,20,0
18520,True,Add paneer tikka as extra | Less oil in preparation,40,0,5,45
16364,True,No spice at all please | Extra cheese on top,38,0,10,48
18525,False,,0,0,5,0
11513,True,Gluten free preparation,20,0,20,40
18538,True,Use only mustard oil,10,0,5,15
18523,False,,0,0,15,0
18534,False,,0,0,10,0
18554,True,Sugar free dessert,15,0,5,20
11560,True,Pack roti and curry separately,20,16,15,51
18555,True,Use only mustard oil | Jain preparation no onion no garlic,70,0,5,75
18558,True,Separate packaging for each item | Steam instead of fry,40,0,5,45
11538,False,,0,0,20,0
16383,False,,0,0,15,0
16404,True,"Separate dal and rice, extra papad, no pickle",30,8,10,48
18560,True,"Steam instead of fry | Half portion butter chicken, double naan, raita side",47,0,5,52
18556,False,,0,0,5,0
16413,True,"Make everything mild spice, pack sauces separate",54,8,10,72
7713,True,Extra cheese on top,18,0,20,38
16429,False,,0,0,10,0
18568,True,Extra chutney packets please,8,0,5,13
19851,True,Sugar free dessert,15,0,20,35
18577,True,Add paneer tikka as extra | Need extra tissue and cutlery,40,0,10,50
16517,False,,0,0,10,0
16495,False,,0,0,20,0
16489,True,No MSG please,8,0,15,23
16474,True,Jain preparation no onion no garlic | Do not overcook the biryani rice,72,0,20,92
16507,False,,0,0,10,0
18591,False,,0,0,10,0
18594,False,,0,0,5,0
18587,False,,0,0,10,0
11865,False,,0,0,15,0
16559,False,,0,0,15,0
18592,False,,0,0,10,0
18595,False,,0,0,10,0
19728,True,Less oil in preparation | Add extra green chilli,20,0,20,40
18608,True,"Jain preparation no onion no garlic | Half portion butter chicken, double naan, raita side",87,0,5,92
18612,True,"Charred tandoori finish | Make everything mild spice, pack sauces separate | Medium spice level",69,0,5,74
11927,False,,0,0,15,0
18598,True,Make the tikka well done,25,0,10,35
8445,True,Extra cheese on top,18,0,20,38
16586,False,,0,0,15,0
18616,False,,0,0,15,0
18619,True,Double wrap the paratha,15,0,10,25
16620,True,Extra raita on the side | Medium spice level,24,0,10,34
16665,False,,0,0,10,0
8277,True,Sugar free dessert,15,0,20,35
18626,False,,0,0,10,0
16676,True,Double wrap the paratha | Less oil in preparation,25,0,15,40
9223,False,,0,0,20,0
18633,False,,0,0,10,0
18646,False,,0,0,5,0
18635,False,,0,0,5,0
18652,True,"Half portion butter chicken, double naan, raita side | Make the tikka well done | Use only mustard oil",62,0,5,67
18650,True,Add extra green chilli | Do not overcook the biryani rice | Less oil in preparation,32,0,5,37
8869,True,Extra cheese on top,18,0,20,38
18648,True,No MSG please,8,0,10,18
16719,False,,0,0,10,0
18659,True,Jain preparation no onion no garlic | Make the tikka well done | Extra raita on the side,97,0,5,102
18657,True,No MSG please,8,0,5,13
18661,True,Extra raita on the side | Medium spice level | Gluten free preparation,44,0,5,49
18662,True,Make the tikka well done,25,0,5,30
16707,True,Gluten free preparation,20,0,20,40
18660,True,Use only mustard oil,10,0,10,20
16751,False,,0,0,15,0
16768,False,,0,0,10,0
16780,False,,0,0,10,0
16767,False,,0,0,10,0
18682,True,"Make everything mild spice, pack sauces separate",54,0,5,59
12333,True,Charred tandoori finish,15,0,15,30
8534,False,,0,0,20,0
18683,True,Add extra green chilli,10,0,10,20
16799,False,,0,0,15,0
18689,True,Separate packaging for each item,20,0,5,25
12361,False,,0,0,15,0
18695,False,,0,0,5,0
12386,False,,0,0,15,0
18701,True,Medium spice level | Need extra tissue and cutlery,22,0,5,27
12057,True,Make the tikka well done,25,0,20,45
16814,False,,0,0,10,0
18699,True,Extra raita on the side | Make the tikka well done,37,0,10,47
18717,False,,0,0,10,0
16846,True,Charred tandoori finish,15,0,15,30
16890,True,Make the tikka well done | Add extra green chilli | Medium spice level,47,0,10,57
18735,True,Add extra green chilli,10,0,5,15
18718,False,,0,0,10,0
16862,False,,0,0,15,0
16881,True,"Add paneer tikka as extra | Half portion butter chicken, double naan, raita side | Extra chutney packets please",65,24,20,109
18739,False,,0,0,10,0
16894,False,,0,0,10,0
18749,False,,0,0,5,0
18704,False,,0,0,20,0
18756,False,,0,0,5,0
12602,True,Add extra butter on naan,10,0,15,25
18770,False,,0,0,5,0
19257,True,Add extra butter on naan,10,0,20,30
16981,True,Less oil in preparation | Pack roti and curry separately | Sugar free dessert,45,24,20,89
18775,False,,0,0,5,0
16977,True,Add extra green chilli | Double wrap the paratha,25,0,20,45
18765,True,Charred tandoori finish,15,0,10,25
18757,True,Less oil in preparation,10,0,20,30
18788,True,Pack roti and curry separately,20,0,5,25
17034,False,,0,0,15,0
18794,False,,0,0,5,0
17093,True,No spice at all please,20,0,10,30
17111,True,"Half portion butter chicken, double naan, raita side | Add paneer tikka as extra | No spice at all please",77,0,10,87
18800,True,"Extra raita on the side | Make everything mild spice, pack sauces separate | Extra chutney packets please",74,8,10,92
17119,False,,0,0,20,0
18808,True,Pack roti and curry separately | No spice at all please | Make it extra spicy,55,0,5,60
18824,False,,0,0,5,0
14412,False,,0,0,20,0
17144,False,,0,0,10,0
18834,False,,0,0,5,0
18806,True,Gluten free preparation | Extra chutney packets please | Double wrap the paratha,43,16,15,74
13147,False,,0,0,15,0
17255,False,,0,0,10,0
18840,True,Separate packaging for each item,20,0,5,25
13242,True,Medium spice level,12,0,15,27
18854,False,,0,0,5,0
18855,False,,0,0,10,0
18850,True,Medium spice level,12,0,15,27
18859,True,Sugar free dessert,15,0,5,20
18852,True,Extra chutney packets please,8,8,10,26
13216,True,Gluten free preparation,20,0,20,40
18856,False,,0,0,5,0
18864,False,,0,0,5,0
18862,False,,0,0,5,0
11451,False,,0,0,20,0
18861,True,Separate packaging for each item | No spice at all please | Medium spice level,40,8,10,58
17335,True,"Extra chutney packets please | Add extra butter on naan | Half portion butter chicken, double naan, raita side",45,8,10,63
18865,False,,0,0,5,0
18872,False,,0,0,5,0
18876,True,Pack roti and curry separately,20,0,5,25
18877,True,Extra chutney packets please,8,0,5,13
17357,False,,0,0,10,0
18873,True,Charred tandoori finish,15,0,5,20
18866,False,,0,0,15,0
18874,False,,0,0,5,0
17372,False,,0,0,10,0
13460,True,Separate packaging for each item | Sugar free dessert,35,16,15,66
18901,False,,0,0,5,0
13466,True,Sugar free dessert,15,0,15,30
18889,True,Make it extra spicy | Charred tandoori finish,30,0,5,35
18891,False,,0,0,5,0
18902,True,No MSG please | Pack roti and curry separately,28,0,5,33
18903,True,Gluten free preparation,20,0,5,25
17394,True,Jain preparation no onion no garlic | Add extra butter on naan,70,0,10,80
18904,True,"Separate dal and rice, extra papad, no pickle | Add extra butter on naan",40,0,5,45
16379,True,Make the tikka well done,25,0,20,45
17405,False,,0,0,10,0
18906,True,Less oil in preparation | Add extra butter on naan | Add extra green chilli,30,0,5,35
18914,True,Gluten free preparation | Extra chutney packets please,28,0,5,33
17416,True,"Separate dal and rice, extra papad, no pickle",30,16,15,61
18909,False,,0,0,15,0
17444,False,,0,0,10,0
18907,False,,0,0,10,0
17477,False,,0,0,15,0
17482,True,Make the tikka well done,25,0,15,40
18927,False,,0,0,10,0
18936,True,Jain preparation no onion no garlic | Use only mustard oil | Make the tikka well done,95,0,5,100
17483,True,Do not overcook the biryani rice | Add extra green chilli,22,0,15,37
18942,False,,0,0,5,0
6908,False,,0,0,20,0
17535,False,,0,0,15,0
18934,True,"Separate dal and rice, extra papad, no pickle",30,0,5,35
18928,False,,0,0,20,0
17540,True,Extra chutney packets please | Sugar free dessert | Charred tandoori finish,38,24,20,82
13829,True,No MSG please | Add paneer tikka as extra,38,0,15,53
17557,False,,0,0,15,0
17570,True,Pack roti and curry separately,20,8,10,38
17612,True,Gluten free preparation | Do not overcook the biryani rice | Make it extra spicy,47,0,10,57
18957,True,Extra raita on the side,12,0,5,17
18949,False,,0,0,5,0
12802,False,,0,0,20,0
17639,True,Extra cheese on top,18,0,10,28
12903,False,,0,0,20,0
18961,True,Add extra green chilli,10,0,5,15
18965,True,Use only mustard oil | Make the tikka well done,35,0,5,40
17653,True,Extra raita on the side,12,0,10,22
18971,True,Charred tandoori finish,15,0,5,20
18982,True,"Half portion butter chicken, double naan, raita side",27,0,5,32
14056,True,Separate packaging for each item,20,16,15,51
17696,False,,0,0,15,0
18987,False,,0,0,5,0
14040,True,Extra raita on the side,12,0,20,32
17716,True,No MSG please,8,0,10,18
17730,False,,0,0,15,0
18981,False,,0,0,15,0
18986,False,,0,0,5,0
18988,True,Extra chutney packets please,8,8,10,26
18979,True,Gluten free preparation,20,0,10,30
17717,True,Extra chutney packets please | Use only mustard oil,18,16,15,49
17754,True,No MSG please,8,0,15,23
17761,False,,0,0,10,0
13760,True,"Add extra green chilli | Medium spice level | Make everything mild spice, pack sauces separate",64,24,20,108
17790,False,,0,0,10,0
18989,False,,0,0,5,0
19000,True,Medium spice level | Use only mustard oil,22,0,5,27
19004,True,Extra chutney packets please,8,0,5,13
19017,False,,0,0,5,0
13918,True,"Separate dal and rice, extra papad, no pickle",30,24,20,74
19018,True,Charred tandoori finish | Add extra green chilli,25,0,5,30
17794,False,,0,0,20,0
17820,False,,0,0,10,0
19022,True,Steam instead of fry | Do not overcook the biryani rice,32,0,5,37
19033,True,Gluten free preparation | Extra cheese on top,38,0,5,43
19038,False,,0,0,5,0
8046,False,,0,0,20,0
17835,False,,0,0,10,0
14399,False,,0,0,20,0
19026,True,"Pack roti and curry separately | Need extra tissue and cutlery | Half portion butter chicken, double naan, raita side",57,8,10,75
17854,True,Add paneer tikka as extra,30,0,15,45
19028,False,,0,0,5,0
19051,True,Less oil in preparation,10,0,5,15
17882,True,"Extra raita on the side | Make everything mild spice, pack sauces separate | Make the tikka well done",91,16,15,122
19046,False,,0,0,10,0
19050,False,,0,0,10,0
14657,False,,0,0,20,0
14509,False,,0,0,20,0
19049,True,Use only mustard oil,10,0,15,25
17909,True,"Separate dal and rice, extra papad, no pickle | Add paneer tikka as extra",60,24,20,104
19060,False,,0,0,5,0
19055,True,Extra raita on the side,12,0,10,22
17936,True,Steam instead of fry | Extra cheese on top,38,0,10,48
19059,False,,0,0,10,0
17942,False,,0,0,20,0
14762,True,Gluten free preparation,20,0,15,35
13843,True,"Make everything mild spice, pack sauces separate",54,24,20,98
17945,True,Gluten free preparation | Need extra tissue and cutlery | Make it extra spicy,45,0,20,65
14772,True,Extra chutney packets please | No spice at all please | Make it extra spicy,43,24,20,87
19071,False,,0,0,5,0
17959,True,"Make everything mild spice, pack sauces separate",54,16,15,85
19077,False,,0,0,5,0
19078,False,,0,0,5,0
18012,True,Steam instead of fry,20,0,10,30
19076,False,,0,0,10,0
8964,True,No MSG please | Add extra butter on naan,18,0,20,38
19080,True,Do not overcook the biryani rice,12,0,5,17
18022,False,,0,0,10,0
18027,False,,0,0,15,0
14416,False,,0,0,20,0
19097,True,Need extra tissue and cutlery | Charred tandoori finish | Add paneer tikka as extra,55,0,5,60
19087,False,,0,0,5,0
19098,True,Use only mustard oil,10,0,5,15
19085,True,No spice at all please,20,0,20,40
18009,False,,0,0,20,0
18055,False,,0,0,10,0
19102,False,,0,0,5,0
18086,False,,0,0,10,0
18100,True,Do not overcook the biryani rice | Extra chutney packets please,20,8,10,38
19100,True,Use only mustard oil,10,0,5,15
18070,True,"Separate dal and rice, extra papad, no pickle",30,24,20,74
14884,False,,0,0,20,0
19103,False,,0,0,15,0
19108,False,,0,0,10,0
18092,True,Add extra butter on naan,10,0,15,25
18113,False,,0,0,15,0
19118,True,Extra chutney packets please,8,0,5,13
19115,False,,0,0,5,0
18160,True,Sugar free dessert,15,0,10,25
19133,False,,0,0,10,0
15322,True,Steam instead of fry | Add extra green chilli,30,0,20,50
19107,True,"Make everything mild spice, pack sauces separate | Add paneer tikka as extra",84,24,20,128
19131,False,,0,0,5,0
15384,True,Use only mustard oil | Double wrap the paratha,25,0,15,40
19140,True,Separate packaging for each item | Add extra butter on naan,30,8,10,48
15386,True,Medium spice level,12,0,15,27
18190,False,,0,0,10,0
15344,True,Make it extra spicy,15,0,20,35
19144,False,,0,0,10,0
19146,True,Do not overcook the biryani rice | Jain preparation no onion no garlic,72,0,10,82
19162,True,Sugar free dessert,15,0,5,20
19157,True,Medium spice level,12,0,10,22
19166,False,,0,0,5,0
18220,True,"Make it extra spicy | Separate dal and rice, extra papad, no pickle",45,16,15,76
18249,True,Make the tikka well done | Use only mustard oil,35,0,10,45
19167,False,,0,0,5,0
19165,False,,0,0,5,0
15514,False,,0,0,15,0
19170,False,,0,0,5,0
18273,True,Extra raita on the side | Separate packaging for each item,32,8,10,50
18202,False,,0,0,20,0
18265,True,Need extra tissue and cutlery,10,0,20,30
19178,False,,0,0,5,0
15640,True,Charred tandoori finish,15,0,15,30
19179,True,"Separate dal and rice, extra papad, no pickle | Half portion butter chicken, double naan, raita side",57,8,10,75
19187,False,,0,0,5,0
18341,False,,0,0,10,0
18362,True,"Add paneer tikka as extra | Half portion butter chicken, double naan, raita side",57,0,15,72
18379,False,,0,0,10,0
18354,True,No spice at all please,20,0,15,35
19190,True,Jain preparation no onion no garlic,60,0,5,65
19191,True,Use only mustard oil | Do not overcook the biryani rice,22,0,10,32
19194,True,Add extra green chilli | Make the tikka well done | No MSG please,43,0,5,48
15961,False,,0,0,20,0
16080,False,,0,0,20,0
19207,False,,0,0,5,0
16096,False,,0,0,20,0
16303,False,,0,0,20,0
19223,False,,0,0,5,0
19224,False,,0,0,5,0
18585,False,,0,0,10,0
19219,False,,0,0,15,0
19234,False,,0,0,5,0
16562,False,,0,0,20,0
19228,True,Jain preparation no onion no garlic,60,0,5,65
18618,False,,0,0,10,0
19250,True,Separate packaging for each item,20,8,10,38
18625,True,Less oil in preparation,10,0,10,20
18615,True,Pack roti and curry separately | Add paneer tikka as extra,50,16,15,81
16643,True,"Make everything mild spice, pack sauces separate",54,24,20,98
19251,True,Medium spice level,12,0,5,17
16703,False,,0,0,15,0
16702,True,Use only mustard oil,10,0,20,30
19268,False,,0,0,5,0
16750,False,,0,0,15,0
18667,False,,0,0,10,0
16771,True,Gluten free preparation,20,0,20,40
18676,True,Add extra butter on naan,10,0,20,30
18658,True,"Make the tikka well done | Make everything mild spice, pack sauces separate",79,16,15,110
19269,True,Extra cheese on top,18,0,10,28
19298,True,Separate packaging for each item,20,0,5,25
19300,False,,0,0,5,0
19294,False,,0,0,10,0
18763,True,Use only mustard oil | No MSG please,18,0,10,28
19279,False,,0,0,20,0
18823,True,Add extra green chilli | Add extra butter on naan | Extra raita on the side,32,0,10,42
18819,False,,0,0,10,0
13055,True,No MSG please,8,0,20,28
18829,False,,0,0,10,0
19311,False,,0,0,5,0
19321,False,,0,0,5,0
17263,True,Make it extra spicy | Separate packaging for each item,35,16,15,66
18832,True,Double wrap the paratha,15,0,15,30
19322,True,Pack roti and curry separately | No MSG please | Make it extra spicy,43,0,5,48
19314,True,Steam instead of fry,20,0,5,25
19320,True,Jain preparation no onion no garlic,60,0,5,65
17280,True,Extra raita on the side,12,0,15,27
17292,True,Pack roti and curry separately,20,16,15,51
17361,False,,0,0,20,0
18887,True,Jain preparation no onion no garlic,60,0,10,70
19331,False,,0,0,5,0
17367,False,,0,0,20,0
18888,False,,0,0,10,0
19340,False,,0,0,5,0
18896,False,,0,0,10,0
19344,True,"Separate dal and rice, extra papad, no pickle",30,0,5,35
17429,True,Jain preparation no onion no garlic | Double wrap the paratha,75,0,20,95
19332,False,,0,0,15,0
17446,False,,0,0,20,0
19351,False,,0,0,5,0
19343,False,,0,0,5,0
19337,True,Pack roti and curry separately,20,8,10,38
17496,True,Extra raita on the side | Sugar free dessert | Charred tandoori finish,42,0,15,57
19347,True,"Make the tikka well done | Separate dal and rice, extra papad, no pickle",55,16,15,86
19363,False,,0,0,5,0
19357,True,Extra chutney packets please | Steam instead of fry,28,0,5,33
18937,True,Pack roti and curry separately | Double wrap the paratha | Separate packaging for each item,35,16,15,66
19367,True,Sugar free dessert,15,0,5,20
19362,False,,0,0,10,0
19364,False,,0,0,5,0
19003,False,,0,0,10,0
19009,False,,0,0,10,0
19376,True,Add paneer tikka as extra,30,0,5,35
19372,True,"Make everything mild spice, pack sauces separate",54,0,5,59
19052,False,,0,0,10,0
19390,True,Extra cheese on top | Separate packaging for each item,38,0,5,43
19394,False,,0,0,5,0
17932,False,,0,0,15,0
19383,True,"Separate dal and rice, extra papad, no pickle | Less oil in preparation",40,0,5,45
19396,True,Make the tikka well done,25,0,5,30
19392,True,"Separate dal and rice, extra papad, no pickle",30,0,5,35
19074,True,Add extra butter on naan,10,0,15,25
19084,False,,0,0,15,0
19397,True,No MSG please | Add paneer tikka as extra,38,0,5,43
19092,False,,0,0,15,0
18138,True,Do not overcook the biryani rice,12,0,15,27
19404,True,Use only mustard oil,10,0,10,20
19412,False,,0,0,5,0
15565,False,,0,0,20,0
19152,True,Make the tikka well done | Separate packaging for each item,45,16,15,76
19406,True,Steam instead of fry | Double wrap the paratha | Do not overcook the biryani rice,47,0,10,57
19429,False,,0,0,5,0
19160,True,No MSG please,8,0,20,28
19168,False,,0,0,15,0
18328,True,Use only mustard oil | Steam instead of fry,30,0,20,50
19218,False,,0,0,10,0
19201,True,Make it extra spicy,15,0,15,30
19456,False,,0,0,5,0
19427,True,"Make everything mild spice, pack sauces separate",54,16,15,85
18490,True,"Make everything mild spice, pack sauces separate",54,16,15,85
19457,False,,0,0,5,0
19460,False,,0,0,5,0
18512,True,Need extra tissue and cutlery,10,0,20,30
16403,False,,0,0,20,0
19466,False,,0,0,5,0
18578,False,,0,0,15,0
19461,False,,0,0,5,0
19453,True,Gluten free preparation,20,0,15,35
19475,False,,0,0,5,0
18643,True,Jain preparation no onion no garlic,60,0,15,75
18653,True,Add extra green chilli | Make it extra spicy,25,0,15,40
19473,True,Make it extra spicy,15,0,10,25
19489,True,Pack roti and curry separately | Make the tikka well done,45,0,5,50
18663,True,Add extra butter on naan | Need extra tissue and cutlery,20,0,20,40
19490,True,Add paneer tikka as extra | Extra cheese on top,48,0,5,53
19483,False,,0,0,5,0
19482,True,Steam instead of fry | Pack roti and curry separately,40,8,10,58
19297,False,,0,0,10,0
19497,False,,0,0,5,0
19296,False,,0,0,20,0
19349,False,,0,0,10,0
19499,False,,0,0,10,0
18805,True,Double wrap the paratha,15,0,20,35
19360,False,,0,0,10,0
19500,True,"Make everything mild spice, pack sauces separate | Gluten free preparation",74,8,10,92
18955,False,,0,0,15,0
19514,True,Use only mustard oil,10,0,5,15
19402,False,,0,0,10,0
19515,False,,0,0,5,0
19424,False,,0,0,10,0
19530,False,,0,0,5,0
19505,False,,0,0,15,0
19533,False,,0,0,5,0
19535,False,,0,0,5,0
19398,True,"Half portion butter chicken, double naan, raita side",27,0,20,47
19442,False,,0,0,10,0
19536,False,,0,0,10,0
19465,False,,0,0,10,0
19540,True,Add extra butter on naan,10,0,5,15
19551,False,,0,0,5,0
19549,False,,0,0,5,0
19555,False,,0,0,5,0
19557,True,No spice at all please,20,0,5,25
19319,True,Less oil in preparation | No spice at all please,30,0,15,45
19554,False,,0,0,10,0
19558,True,Extra chutney packets please | Add extra green chilli | Make the tikka well done,43,0,5,48
19375,True,Add extra butter on naan,10,0,20,30
19480,False,,0,0,15,0
19472,True,Need extra tissue and cutlery | Do not overcook the biryani rice,22,0,20,42
19571,True,Make it extra spicy,15,0,5,20
19576,True,Do not overcook the biryani rice | Make it extra spicy,27,0,5,32
19583,False,,0,0,5,0
19492,True,Extra cheese on top | Jain preparation no onion no garlic | Add paneer tikka as extra,108,0,20,128
19573,True,Charred tandoori finish,15,0,5,20
19586,True,No spice at all please | Add extra butter on naan | Use only mustard oil,40,0,5,45
19595,True,Less oil in preparation,10,0,5,15
19596,True,"Make everything mild spice, pack sauces separate",54,0,5,59
19584,True,Extra cheese on top,18,0,15,33
19636,False,,0,0,5,0
19620,False,,0,0,10,0
19612,False,,0,0,15,0
19623,False,,0,0,10,0
19634,True,"Half portion butter chicken, double naan, raita side",27,0,5,32
19648,False,,0,0,10,0
19630,True,Medium spice level,12,0,20,32
19649,True,Add extra butter on naan | Less oil in preparation,20,0,15,35
19650,True,Add paneer tikka as extra | Extra cheese on top,48,0,5,53
19652,True,Make the tikka well done | Less oil in preparation,35,0,15,50
19665,False,,0,0,5,0
19674,True,Add extra green chilli | Extra raita on the side,22,0,5,27
19678,True,Add extra green chilli | Make it extra spicy | Need extra tissue and cutlery,35,0,5,40
19679,True,Make it extra spicy,15,0,5,20
19676,False,,0,0,5,0
19684,True,Add extra butter on naan,10,0,5,15
19681,True,"Separate dal and rice, extra papad, no pickle | Extra chutney packets please | Need extra tissue and cutlery",48,0,5,53
19689,False,,0,0,5,0
19685,True,Pack roti and curry separately,20,0,5,25
19683,True,"Make everything mild spice, pack sauces separate | Extra raita on the side",66,16,15,97
19691,True,Charred tandoori finish | Make it extra spicy,30,0,5,35
19699,True,"No spice at all please | Double wrap the paratha | Make everything mild spice, pack sauces separate",77,8,10,95
19688,True,No spice at all please,20,0,20,40
19692,False,,0,0,20,0
19727,True,Medium spice level | Double wrap the paratha | Add extra butter on naan,37,0,5,42
19710,True,"Make everything mild spice, pack sauces separate | Add paneer tikka as extra",84,0,5,89
19732,False,,0,0,10,0
19733,False,,0,0,15,0
19740,True,Separate packaging for each item,20,0,5,25
19757,True,Do not overcook the biryani rice | Make the tikka well done | Add extra green chilli,47,0,10,57
19764,True,Jain preparation no onion no garlic,60,0,5,65
19759,True,Extra chutney packets please | Use only mustard oil,18,8,10,36
19769,False,,0,0,5,0
19731,True,Add extra green chilli,10,0,15,25
19763,True,Need extra tissue and cutlery,10,0,10,20
19772,False,,0,0,5,0
19754,True,Gluten free preparation | Less oil in preparation,30,0,15,45
19778,False,,0,0,5,0
19781,True,"Add extra butter on naan | Half portion butter chicken, double naan, raita side | Separate dal and rice, extra papad, no pickle",67,0,5,72
19793,True,Medium spice level,12,0,5,17
19779,False,,0,0,10,0
19787,True,Extra cheese on top,18,0,5,23
19796,True,Extra raita on the side | Charred tandoori finish,27,0,5,32
19791,True,Need extra tissue and cutlery | Gluten free preparation,30,0,10,40
19803,True,Pack roti and curry separately | Sugar free dessert,35,8,10,53
19804,True,Less oil in preparation,10,0,10,20
19799,True,Make it extra spicy,15,0,20,35
19811,True,Make the tikka well done | Add paneer tikka as extra,55,0,10,65
19808,False,,0,0,10,0
19827,False,,0,0,5,0
19812,False,,0,0,10,0
19826,True,Add extra green chilli,10,0,5,15
19819,False,,0,0,10,0
19830,False,,0,0,5,0
19829,True,Do not overcook the biryani rice,12,0,10,22
19841,False,,0,0,5,0
19847,False,,0,0,15,0
19857,True,Steam instead of fry | Add extra butter on naan,30,0,5,35
19842,False,,0,0,15,0
19869,False,,0,0,5,0
19870,True,Extra cheese on top | Sugar free dessert,33,0,5,38
19864,False,,0,0,10,0
19873,True,Jain preparation no onion no garlic,60,0,5,65
19876,False,,0,0,5,0
19881,True,Add extra green chilli | Jain preparation no onion no garlic,70,0,10,80
19889,True,Extra raita on the side,12,0,5,17
19882,False,,0,0,5,0
19883,False,,0,0,15,0
19894,True,Make the tikka well done,25,0,5,30
19887,True,"Steam instead of fry | Pack roti and curry separately | Half portion butter chicken, double naan, raita side",67,8,10,85
19910,False,,0,0,10,0
19901,False,,0,0,20,0
19918,False,,0,0,10,0
19912,False,,0,0,20,0
19940,False,,0,0,5,0
19932,False,,0,0,10,0
19946,False,,0,0,10,0
19949,True,Medium spice level,12,0,10,22
19957,False,,0,0,10,0
19952,True,Separate packaging for each item,20,16,15,51
19960,False,,0,0,5,0
19961,False,,0,0,5,0
19971,False,,0,0,5,0
19972,False,,0,0,5,0
19964,True,Do not overcook the biryani rice | Use only mustard oil,22,0,15,37
19975,True,Make the tikka well done,25,0,5,30
19970,False,,0,0,5,0
19984,True,"Separate dal and rice, extra papad, no pickle | Add extra green chilli | Need extra tissue and cutlery",50,0,5,55
19989,False,,0,0,5,0
19982,False,,0,0,5,0
19990,True,Make the tikka well done,25,0,5,30
19973,True,Make it extra spicy,15,0,10,25
14,True,Steam instead of fry,20,0,15,35
54,True,Double wrap the paratha,15,0,10,25
8,False,,0,0,10,0
10,True,Charred tandoori finish,15,0,15,30
29,False,,0,0,10,0
88,False,,0,0,10,0
3,False,,0,0,15,0
38,False,,0,0,15,0
20,True,Extra chutney packets please,8,8,10,26
49,True,Add paneer tikka as extra,30,0,10,40
103,False,,0,0,10,0
42,True,Steam instead of fry,20,0,10,30
82,False,,0,0,10,0
45,True,Make the tikka well done,25,0,15,40
39,True,Add extra green chilli,10,0,15,25
85,True,Add paneer tikka as extra,30,0,10,40
201,False,,0,0,10,0
106,True,Extra chutney packets please | Pack roti and curry separately,28,16,15,59
41,False,,0,0,10,0
116,True,Add paneer tikka as extra,30,0,10,40
58,False,,0,0,10,0
122,False,,0,0,10,0
160,True,Double wrap the paratha,15,0,10,25
206,True,Less oil in preparation,10,0,15,25
232,True,Add extra green chilli,10,0,10,20
128,True,Use only mustard oil | Need extra tissue and cutlery,20,0,20,40
174,True,Need extra tissue and cutlery | Add extra green chilli | No spice at all please,40,0,15,55
129,True,Do not overcook the biryani rice | Double wrap the paratha | Need extra tissue and cutlery,37,0,15,52
79,True,Add extra green chilli,10,0,10,20
69,True,No MSG please,8,0,15,23
251,True,Add paneer tikka as extra | Add extra green chilli,40,0,10,50
252,False,,0,0,10,0
72,True,Sugar free dessert,15,0,10,25
307,False,,0,0,10,0
214,True,Pack roti and curry separately,20,8,10,38
310,True,Pack roti and curry separately,20,16,15,51
264,True,Extra cheese on top,18,0,10,28
90,False,,0,0,20,0
107,True,"Extra cheese on top | Separate dal and rice, extra papad, no pickle",48,8,10,66
284,False,,0,0,10,0
105,False,,0,0,20,0
357,True,Separate packaging for each item,20,8,10,38
327,False,,0,0,15,0
331,False,,0,0,10,0
288,False,,0,0,15,0
378,False,,0,0,10,0
332,False,,0,0,10,0
123,True,Sugar free dessert,15,0,10,25
355,True,"Separate dal and rice, extra papad, no pickle | Extra cheese on top",48,16,15,79
132,True,Sugar free dessert | Need extra tissue and cutlery | Separate packaging for each item,45,16,15,76
369,False,,0,0,20,0
139,False,,0,0,10,0
441,False,,0,0,10,0
438,False,,0,0,10,0
412,False,,0,0,20,0
420,True,Medium spice level,12,0,10,22
426,False,,0,0,10,0
421,False,,0,0,10,0
166,False,,0,0,20,0
432,True,Add extra butter on naan,10,0,10,20
443,True,Jain preparation no onion no garlic | Make it extra spicy | Gluten free preparation,95,0,20,115
173,False,,0,0,10,0
170,False,,0,0,15,0
452,True,Add extra butter on naan,10,0,20,30
456,True,Double wrap the paratha,15,0,10,25
175,True,"Separate packaging for each item | Gluten free preparation | Half portion butter chicken, double naan, raita side",67,16,15,98
183,True,No MSG please | Extra raita on the side | Less oil in preparation,30,0,10,40
185,False,,0,0,15,0
193,False,,0,0,10,0
485,True,Less oil in preparation | Need extra tissue and cutlery,20,0,20,40
612,True,No spice at all please,20,0,15,35
464,False,,0,0,15,0
202,False,,0,0,10,0
528,False,,0,0,10,0
617,True,Do not overcook the biryani rice | Gluten free preparation,32,0,15,47
510,False,,0,0,10,0
199,False,,0,0,15,0
