merchant_id,zone,tandoor_units,deep_fry_units,steamer_units,grill_units,assembly_units,historical_speed_index
NCR_M49972,Saket,1,2,1,1,2,0.98
NCR_M49973,Lajpat Nagar,3,2,2,1,3,0.88
NCR_M49974,Connaught Place,3,2,1,2,2,1.1
NCR_M49975,Saket,2,2,2,1,2,0.83
NCR_M49976,Lajpat Nagar,2,1,1,2,4,0.93
NCR_M49977,Noida Sector 18,2,1,2,1,4,0.88
NCR_M49978,Faridabad,3,2,2,2,4,1.06
NCR_M49979,Saket,3,2,2,1,5,0.97
NCR_M49980,Rohini,3,1,2,1,3,0.99
NCR_M49981,Dwarka,2,2,2,1,4,0.86
NCR_M49982,Gurgaon CyberHub,3,1,1,1,4,1.0
NCR_M49983,Rohini,2,2,2,1,5,1.07
NCR_M49984,Dwarka,1,1,2,2,3,0.86
NCR_M49985,Faridabad,3,2,1,1,2,1.2
NCR_M49986,Lajpat Nagar,3,2,2,1,2,1.02
NCR_M49987,Faridabad,2,3,2,1,2,1.1
NCR_M49988,Gurgaon CyberHub,1,2,1,2,2,0.92
NCR_M49989,Gurgaon CyberHub,2,2,1,1,2,0.9
NCR_M49990,Dwarka,3,3,1,1,3,1.1
NCR_M49991,Saket,2,2,2,2,5,0.83
NCR_M49992,Faridabad,1,2,1,2,2,0.99
NCR_M49993,Saket,3,3,2,2,2,0.71
NCR_M49994,Dwarka,1,3,1,1,2,1.13
NCR_M49995,Faridabad,1,1,2,2,3,1.07
NCR_M49996,Connaught Place,1,3,2,1,4,0.76
NCR_M49997,Noida Sector 18,2,3,1,1,3,0.78
NCR_M49998,Noida Sector 18,1,2,2,1,3,1.0
NCR_M49999,Rohini,3,3,1,1,4,0.96
NCR_M50000,Connaught Place,1,1,1,2,4,0.83
NCR_M50001,Dwarka,2,1,1,1,3,1.28
NCR_M50002,Gurgaon CyberHub,3,3,1,2,5,0.73
NCR_M50003,Lajpat Nagar,1,3,2,1,2,1.09
NCR_M50004,Rohini,1,1,1,2,5,0.82
NCR_M50005,Gurgaon CyberHub,3,3,1,1,4,0.88
NCR_M50006,Saket,2,1,2,1,5,1.13
NCR_M50007,Rohini,1,2,2,2,5,0.71
NCR_M50008,Gurgaon CyberHub,1,2,1,2,3,0.75
NCR_M50009,Dwarka,3,2,1,1,4,0.99
NCR_M50010,Saket,1,2,2,2,3,1.04
NCR_M50011,Connaught Place,2,3,1,1,5,1.13
NCR_M50012,Gurgaon CyberHub,3,2,2,2,3,1.16
NCR_M50013,Connaught Place,3,3,1,2,3,0.71
NCR_M50014,Noida Sector 18,2,2,1,1,3,0.8
NCR_M50015,Saket,3,3,2,1,5,1.04
NCR_M50016,Lajpat Nagar,1,1,2,1,4,1.28
NCR_M50017,Noida Sector 18,1,3,1,1,4,0.72
NCR_M50018,Faridabad,1,1,1,2,5,1.18
NCR_M50019,Gurgaon CyberHub,1,1,2,1,4,0.92
NCR_M50020,Gurgaon CyberHub,1,3,1,2,3,0.78
NCR_M50021,Noida Sector 18,3,1,2,1,4,1.06
NCR_M50022,Gurgaon CyberHub,3,3,2,2,4,0.79
NCR_M50023,Rohini,2,1,1,2,4,0.85
NCR_M50024,Saket,3,2,2,1,2,0.99
NCR_M50025,Dwarka,2,3,1,2,2,1.05
NCR_M50026,Connaught Place,2,1,2,1,2,1.24
NCR_M50027,Lajpat Nagar,3,1,2,2,5,0.74
NCR_M50028,Rohini,2,1,1,1,2,0.86
NCR_M50029,Connaught Place,2,3,1,1,4,1.27
NCR_M50030,Gurgaon CyberHub,3,2,2,2,4,1.0
NCR_M50031,Lajpat Nagar,3,3,2,1,4,1.01
NCR_M50032,Noida Sector 18,3,1,2,2,4,1.15
NCR_M50033,Faridabad,1,2,1,1,4,0.73
NCR_M50034,Gurgaon CyberHub,2,3,2,2,5,1.24
NCR_M50035,Dwarka,3,1,2,1,5,1.22
NCR_M50036,Lajpat Nagar,1,2,2,1,4,1.08
NCR_M50037,Faridabad,2,1,2,2,2,0.85
NCR_M50038,Rohini,3,3,2,2,2,0.81
NCR_M50039,Faridabad,3,1,2,2,3,1.19
NCR_M50040,Faridabad,3,3,1,2,4,1.21
NCR_M50041,Gurgaon CyberHub,3,2,1,2,4,1.13
NCR_M50042,Saket,2,2,2,1,2,0.98
NCR_M50043,Lajpat Nagar,3,2,2,2,5,1.09
NCR_M50044,Connaught Place,3,1,1,2,2,0.83
NCR_M50045,Noida Sector 18,1,1,2,1,5,0.96
NCR_M50046,Saket,2,1,1,1,4,0.92
NCR_M50047,Saket,2,1,1,2,3,0.76
NCR_M50048,Connaught Place,1,3,2,1,2,1.02
NCR_M50049,Connaught Place,2,1,1,1,5,0.85
NCR_M50050,Faridabad,1,2,1,2,5,0.79
NCR_M50051,Gurgaon CyberHub,2,2,1,2,4,0.8
NCR_M50052,Dwarka,2,3,2,1,5,0.78
NCR_M50053,Gurgaon CyberHub,3,2,2,1,5,0.84
NCR_M50054,Gurgaon CyberHub,2,1,2,2,2,1.15
NCR_M50055,Faridabad,2,1,1,2,2,0.71
NCR_M50056,Noida Sector 18,2,3,1,2,2,1.28
NCR_M50057,Connaught Place,3,3,2,2,5,1.1
NCR_M50058,Lajpat Nagar,2,3,2,1,3,1.2
NCR_M50059,Dwarka,2,3,1,1,3,0.85
NCR_M50060,Noida Sector 18,2,3,1,2,5,1.01
NCR_M50061,Faridabad,1,2,2,1,5,1.16
NCR_M50062,Saket,3,1,1,2,5,1.01
NCR_M50063,Faridabad,1,1,1,1,3,0.99
NCR_M50064,Rohini,2,3,1,1,4,1.13
NCR_M50065,Dwarka,3,2,1,2,3,0.72
NCR_M50066,Gurgaon CyberHub,2,2,1,2,3,0.98
NCR_M50067,Noida Sector 18,1,3,2,2,5,1.13
NCR_M50068,Dwarka,3,1,2,2,2,0.77
NCR_M50069,Rohini,1,1,2,2,3,1.14
NCR_M50070,Connaught Place,3,2,1,2,3,1.3
NCR_M50071,Saket,2,1,1,2,2,0.79
NCR_M50072,Lajpat Nagar,1,2,2,1,5,0.8
NCR_M50073,Faridabad,2,2,1,2,5,1.25
NCR_M50074,Connaught Place,3,3,1,1,3,0.79
NCR_M50075,Noida Sector 18,1,1,1,1,3,1.07
NCR_M50076,Rohini,3,2,1,2,5,0.77
NCR_M50077,Rohini,2,2,1,2,2,1.16
NCR_M50078,Lajpat Nagar,3,3,2,2,2,1.07
NCR_M50079,Dwarka,1,3,2,2,4,1.15
NCR_M50080,Dwarka,2,3,1,1,3,1.11
NCR_M50081,Gurgaon CyberHub,2,2,1,2,2,0.97
NCR_M50082,Saket,3,1,1,2,2,0.72
NCR_M50083,Connaught Place,3,2,2,1,3,0.96
NCR_M50084,Lajpat Nagar,3,2,2,2,2,1.23
NCR_M50085,Lajpat Nagar,1,2,2,1,4,1.09
NCR_M50086,Noida Sector 18,3,2,1,1,4,0.84
NCR_M50087,Lajpat Nagar,2,2,2,1,3,0.98
NCR_M50088,Dwarka,1,1,2,2,2,1.22
NCR_M50089,Rohini,2,1,1,2,2,0.86
NCR_M50090,Dwarka,3,2,1,1,3,1.13
NCR_M50091,Dwarka,2,2,2,2,3,0.78
NCR_M50092,Dwarka,3,1,1,2,5,0.82
NCR_M50093,Lajpat Nagar,3,3,2,1,4,0.78
NCR_M50094,Faridabad,1,2,2,1,5,0.89
NCR_M50095,Dwarka,1,1,1,2,5,1.06
NCR_M50096,Gurgaon CyberHub,1,2,1,2,4,0.79
NCR_M50097,Faridabad,1,2,2,2,4,1.03
NCR_M50098,Dwarka,2,3,1,2,2,0.95
NCR_M50099,Dwarka,1,3,2,1,3,0.8
NCR_M50100,Dwarka,1,1,2,2,3,1.17
NCR_M50101,Faridabad,1,3,2,2,3,0.96
NCR_M50102,Dwarka,3,3,2,1,5,1.13
NCR_M50103,Lajpat Nagar,3,1,1,1,4,1.29
NCR_M50104,Faridabad,1,1,2,1,4,0.94
NCR_M50105,Gurgaon CyberHub,3,1,1,2,5,1.16
NCR_M50106,Dwarka,2,2,2,1,2,1.25
NCR_M50107,Faridabad,3,2,2,2,2,1.21
NCR_M50108,Dwarka,3,2,1,1,5,0.91
NCR_M50109,Connaught Place,2,1,1,2,3,1.23
NCR_M50110,Gurgaon CyberHub,1,1,1,1,3,0.92
NCR_M50111,Dwarka,2,2,2,1,5,1.02
NCR_M50112,Noida Sector 18,2,2,1,2,4,0.79
NCR_M50113,Saket,3,1,1,2,2,0.77
NCR_M50114,Saket,3,3,1,1,5,0.94
NCR_M50115,Lajpat Nagar,3,2,2,2,2,0.82
NCR_M50116,Connaught Place,1,2,1,2,5,0.74
NCR_M50117,Dwarka,1,3,1,2,2,0.83
NCR_M50118,Rohini,2,1,1,1,3,0.79
NCR_M50119,Rohini,1,2,1,2,5,1.08
NCR_M50120,Lajpat Nagar,2,3,2,2,4,0.84
NCR_M50121,Noida Sector 18,1,2,2,1,5,1.16
NCR_M50122,Rohini,2,1,1,1,5,0.81
NCR_M50123,Connaught Place,1,2,1,2,3,0.87
NCR_M50124,Saket,3,1,2,1,5,1.17
NCR_M50125,Dwarka,1,1,2,1,4,1.09
NCR_M50126,Lajpat Nagar,3,1,1,1,2,0.78
NCR_M50127,Noida Sector 18,1,2,2,2,5,0.95
NCR_M50128,Lajpat Nagar,1,2,2,2,2,0.79
NCR_M50129,Faridabad,2,1,1,2,4,1.09
NCR_M50130,Saket,1,2,1,2,3,0.9
NCR_M50131,Connaught Place,3,1,1,2,2,1.07
NCR_M50132,Connaught Place,3,2,2,2,5,1.05
NCR_M50133,Lajpat Nagar,3,2,1,2,3,0.97
NCR_M50134,Dwarka,2,3,1,1,4,1.25
NCR_M50135,Faridabad,3,2,2,2,4,0.87
NCR_M50136,Gurgaon CyberHub,1,3,1,1,4,0.98
NCR_M50137,Gurgaon CyberHub,2,1,1,1,5,1.08
NCR_M50138,Saket,3,3,1,1,2,0.92
NCR_M50139,Connaught Place,3,3,1,1,4,1.06
NCR_M50140,Faridabad,3,2,1,1,4,1.17
NCR_M50141,Gurgaon CyberHub,3,1,2,1,5,1.03
NCR_M50142,Gurgaon CyberHub,1,3,1,2,3,0.97
NCR_M50143,Gurgaon CyberHub,2,2,1,2,2,1.2
NCR_M50144,Saket,3,3,2,2,2,0.8
NCR_M50145,Dwarka,2,2,2,2,2,0.95
NCR_M50146,Rohini,3,1,1,1,4,0.95
NCR_M50147,Dwarka,3,3,2,1,4,0.87
NCR_M50148,Dwarka,1,3,2,2,5,1.22
NCR_M50149,Faridabad,3,2,1,1,4,0.7
NCR_M50150,Gurgaon CyberHub,2,3,2,1,5,1.03
NCR_M50151,Noida Sector 18,3,1,1,1,5,0.96
NCR_M50152,Saket,1,2,1,1,3,0.9
NCR_M50153,Faridabad,1,2,1,1,3,1.0
NCR_M50154,Faridabad,2,2,1,1,3,0.82
NCR_M50155,Saket,3,1,2,1,3,0.76
NCR_M50156,Connaught Place,1,3,1,2,5,1.23
NCR_M50157,Saket,2,3,1,1,3,0.75
NCR_M50158,Lajpat Nagar,3,1,2,2,4,1.02
NCR_M50159,Gurgaon CyberHub,2,2,1,1,2,0.87
NCR_M50160,Faridabad,3,3,2,1,4,0.99
NCR_M50161,Noida Sector 18,2,1,2,1,5,1.23
NCR_M50162,Gurgaon CyberHub,1,1,1,2,2,1.15
NCR_M50163,Noida Sector 18,3,1,1,2,5,1.05
NCR_M50164,Lajpat Nagar,1,2,1,1,2,0.84
NCR_M50165,Lajpat Nagar,2,1,2,2,5,1.02
NCR_M50166,Saket,3,2,1,1,5,1.09
NCR_M50167,Connaught Place,2,1,1,1,3,0.9
NCR_M50168,Lajpat Nagar,1,2,2,1,4,0.73
NCR_M50169,Gurgaon CyberHub,1,1,2,2,3,1.05
NCR_M50170,Dwarka,2,2,2,1,4,1.3
NCR_M50171,Rohini,1,3,1,1,4,1.12
NCR_M50172,Lajpat Nagar,1,1,1,1,3,1.18
NCR_M50173,Noida Sector 18,2,1,1,1,5,0.82
NCR_M50174,Noida Sector 18,1,1,1,1,3,1.21
NCR_M50175,Dwarka,2,1,2,1,3,1.21
NCR_M50176,Connaught Place,1,3,2,1,2,1.26
NCR_M50177,Connaught Place,1,1,2,2,3,0.98
NCR_M50178,Noida Sector 18,3,1,2,2,3,1.19
NCR_M50179,Connaught Place,1,2,1,1,5,1.24
NCR_M50180,Faridabad,3,1,2,2,2,1.0
NCR_M50181,Noida Sector 18,1,1,1,1,4,0.98
NCR_M50182,Saket,3,1,2,1,2,1.19
NCR_M50183,Gurgaon CyberHub,1,1,2,1,4,0.99
NCR_M50184,Noida Sector 18,3,3,2,2,5,0.97
NCR_M50185,Lajpat Nagar,1,2,2,1,5,1.26
NCR_M50186,Rohini,1,2,1,2,2,0.77
NCR_M50187,Lajpat Nagar,3,3,1,2,2,1.17
NCR_M50188,Rohini,1,3,1,2,2,1.18
NCR_M50189,Lajpat Nagar,2,2,2,1,3,1.26
NCR_M50190,Noida Sector 18,1,1,1,2,5,0.93
NCR_M50191,Noida Sector 18,1,1,1,1,5,1.1
NCR_M50192,Dwarka,3,2,1,2,5,0.87
NCR_M50193,Dwarka,3,3,2,2,4,1.21
NCR_M50194,Saket,2,3,2,2,3,0.81
NCR_M50195,Dwarka,3,2,2,1,3,1.14
NCR_M50196,Connaught Place,1,3,1,1,3,1.13
NCR_M50197,Connaught Place,2,1,1,2,5,1.26
NCR_M50198,Connaught Place,2,1,2,1,3,1.2
NCR_M50199,Dwarka,1,1,1,1,4,0.82
NCR_M50200,Gurgaon CyberHub,2,1,2,2,3,1.13
NCR_M50201,Saket,1,3,1,2,2,0.83
NCR_M50202,Noida Sector 18,2,3,1,1,4,1.28
NCR_M50203,Rohini,3,2,1,2,5,1.13
NCR_M50204,Faridabad,3,2,1,1,4,0.9
NCR_M50205,Lajpat Nagar,1,2,2,2,5,1.15
NCR_M50206,Saket,1,2,2,1,4,1.0
NCR_M50207,Saket,3,1,2,1,4,1.05
NCR_M50208,Noida Sector 18,3,2,2,1,4,1.06
NCR_M50209,Rohini,1,2,1,2,5,1.13
NCR_M50210,Faridabad,2,3,2,1,3,1.24
NCR_M50211,Dwarka,2,1,1,1,2,0.78
NCR_M50212,Lajpat Nagar,2,3,2,2,2,0.86
NCR_M50213,Gurgaon CyberHub,2,2,2,1,2,0.86
NCR_M50214,Gurgaon CyberHub,1,1,2,1,3,1.18
NCR_M50215,Connaught Place,3,1,2,2,3,0.96
NCR_M50216,Faridabad,2,2,2,2,2,0.83
NCR_M50217,Lajpat Nagar,3,1,2,1,2,1.0
NCR_M50218,Noida Sector 18,1,3,2,1,5,0.91
NCR_M50219,Connaught Place,1,2,1,2,5,1.28
NCR_M50220,Rohini,3,1,1,1,4,0.9
NCR_M50221,Gurgaon CyberHub,2,2,1,2,2,1.05
NCR_M50222,Lajpat Nagar,2,2,1,1,3,0.91
NCR_M50223,Faridabad,1,2,2,1,5,0.73
NCR_M50224,Noida Sector 18,2,1,2,1,3,1.1
NCR_M50225,Faridabad,2,3,1,2,2,0.96
NCR_M50226,Faridabad,2,2,1,1,3,0.97
NCR_M50227,Lajpat Nagar,1,1,2,2,5,0.81
NCR_M50228,Faridabad,2,3,1,2,3,1.02
NCR_M50229,Noida Sector 18,3,1,1,2,2,1.04
NCR_M50230,Rohini,2,1,1,1,2,1.09
NCR_M50231,Noida Sector 18,1,3,1,2,4,1.25
NCR_M50232,Lajpat Nagar,2,3,1,1,4,0.8
NCR_M50233,Faridabad,3,2,2,2,4,0.9
NCR_M50234,Gurgaon CyberHub,1,3,1,1,3,1.16
NCR_M50235,Connaught Place,1,2,1,1,3,1.21
NCR_M50236,Lajpat Nagar,2,2,2,2,2,0.82
NCR_M50237,Noida Sector 18,2,3,1,1,5,0.93
NCR_M50238,Noida Sector 18,3,1,1,2,5,0.75
NCR_M50239,Connaught Place,2,1,2,2,2,1.06
NCR_M50240,Connaught Place,3,2,1,2,2,0.77
NCR_M50241,Connaught Place,2,1,2,2,2,0.79
NCR_M50242,Faridabad,3,2,1,1,4,1.21
NCR_M50243,Saket,1,2,1,2,2,0.77
NCR_M50244,Faridabad,1,3,2,1,2,1.21
NCR_M50245,Rohini,1,1,1,1,5,1.11
NCR_M50246,Noida Sector 18,2,1,2,1,4,0.94
NCR_M50247,Dwarka,1,1,2,1,5,1.03
NCR_M50248,Connaught Place,1,2,2,1,3,0.78
NCR_M50249,Faridabad,3,1,2,1,4,1.27
NCR_M50250,Rohini,1,3,2,2,2,1.11
NCR_M50251,Dwarka,2,2,2,2,4,1.25
NCR_M50252,Noida Sector 18,2,3,1,2,4,1.11
NCR_M50253,Gurgaon CyberHub,2,1,2,2,3,1.27
NCR_M50254,Lajpat Nagar,3,2,2,1,4,1.3
NCR_M50255,Dwarka,2,3,1,2,2,1.02
NCR_M50256,Connaught Place,1,1,1,2,5,0.71
NCR_M50257,Lajpat Nagar,3,2,1,2,2,1.03
NCR_M50258,Saket,3,2,2,2,2,1.23
NCR_M50259,Rohini,1,2,2,2,5,0.74
NCR_M50260,Gurgaon CyberHub,1,1,1,2,2,1.02
NCR_M50261,Faridabad,1,2,2,2,2,0.98
NCR_M50262,Dwarka,2,2,1,1,2,1.08
NCR_M50263,Faridabad,3,3,1,2,2,0.89
NCR_M50264,Dwarka,3,3,1,2,2,0.77
NCR_M50265,Dwarka,1,1,2,2,4,0.96
NCR_M50266,Rohini,1,2,1,2,5,0.83
NCR_M50267,Saket,2,2,1,1,3,1.09
NCR_M50268,Lajpat Nagar,1,2,1,1,5,1.01
NCR_M50269,Noida Sector 18,2,3,2,1,2,1.25
NCR_M50270,Noida Sector 18,2,2,1,2,3,0.75
NCR_M50271,Gurgaon CyberHub,3,1,1,2,2,0.75
NCR_M50272,Connaught Place,1,2,2,2,4,0.73
NCR_M50273,Lajpat Nagar,3,2,1,1,2,0.72
NCR_M50274,Gurgaon CyberHub,3,1,1,1,4,0.8
NCR_M50275,Dwarka,1,2,2,2,4,0.87
NCR_M50276,Lajpat Nagar,3,3,1,1,5,1.08
NCR_M50277,Gurgaon CyberHub,3,1,2,1,5,0.87
NCR_M50278,Dwarka,2,3,2,2,4,1.17
NCR_M50279,Gurgaon CyberHub,2,3,2,1,5,0.82
NCR_M50280,Dwarka,2,1,1,2,5,0.87
NCR_M50281,Connaught Place,1,2,1,1,4,0.79
NCR_M50282,Saket,1,2,1,2,5,1.11
NCR_M50283,Gurgaon CyberHub,2,3,2,1,2,1.29
NCR_M50284,Gurgaon CyberHub,3,1,1,1,2,1.09
NCR_M50285,Connaught Place,3,3,1,1,5,0.81
NCR_M50286,Faridabad,1,3,1,1,5,1.21
NCR_M50287,Dwarka,2,2,1,2,4,0.96
NCR_M50288,Rohini,2,1,1,1,3,0.72
NCR_M50289,Connaught Place,1,1,2,1,4,0.87
NCR_M50290,Rohini,1,1,2,2,5,0.84
NCR_M50291,Gurgaon CyberHub,1,3,1,2,3,0.8
NCR_M50292,Rohini,1,3,1,2,5,1.07
NCR_M50293,Rohini,1,1,1,1,3,1.15
NCR_M50294,Dwarka,3,1,1,1,3,0.9
NCR_M50295,Rohini,2,2,1,2,4,0.93
NCR_M50296,Connaught Place,3,1,1,2,4,1.28
NCR_M50297,Lajpat Nagar,2,2,1,1,4,1.29
NCR_M50298,Gurgaon CyberHub,1,1,2,2,4,1.16
NCR_M50299,Gurgaon CyberHub,1,3,1,1,3,1.01
NCR_M50300,Rohini,3,2,1,1,2,0.86
NCR_M50301,Noida Sector 18,2,3,1,2,4,0.86
NCR_M50302,Dwarka,1,2,2,2,4,0.93
NCR_M50303,Dwarka,3,3,1,1,5,0.87
NCR_M50304,Rohini,3,2,2,2,2,1.17
NCR_M50305,Gurgaon CyberHub,2,1,1,2,2,1.28
NCR_M50306,Rohini,1,1,1,2,2,1.18
NCR_M50307,Connaught Place,2,3,1,2,3,1.07
NCR_M50308,Noida Sector 18,1,3,2,2,5,1.27
NCR_M50309,Lajpat Nagar,3,1,1,2,4,0.77
NCR_M50310,Saket,1,3,2,2,3,1.27
NCR_M50311,Gurgaon CyberHub,1,3,2,2,3,1.06
NCR_M50312,Noida Sector 18,1,1,2,1,5,0.7
NCR_M50313,Saket,1,3,1,2,3,0.87
NCR_M50314,Lajpat Nagar,2,1,1,2,5,1.26
NCR_M50315,Lajpat Nagar,2,1,1,2,5,0.99
NCR_M50316,Connaught Place,1,1,2,1,4,1.08
NCR_M50317,Dwarka,3,1,1,2,5,1.11
NCR_M50318,Saket,2,1,1,1,2,1.29
NCR_M50319,Noida Sector 18,1,1,2,2,5,0.9
NCR_M50320,Gurgaon CyberHub,1,2,1,2,5,0.92
NCR_M50321,Lajpat Nagar,3,3,2,1,5,0.75
NCR_M50322,Noida Sector 18,3,2,2,2,5,0.96
NCR_M50323,Noida Sector 18,2,3,1,1,3,1.09
NCR_M50324,Connaught Place,3,2,2,1,4,1.27
NCR_M50325,Rohini,3,2,1,1,3,0.7
NCR_M50326,Saket,2,1,2,2,2,1.28
NCR_M50327,Rohini,3,1,2,2,2,0.77
NCR_M50328,Saket,3,3,1,1,3,1.15
NCR_M50329,Lajpat Nagar,1,3,2,2,2,0.82
NCR_M50330,Connaught Place,1,3,2,2,5,1.28
NCR_M50331,Faridabad,3,2,1,1,3,0.89
NCR_M50332,Connaught Place,1,1,2,1,2,1.1
NCR_M50333,Lajpat Nagar,3,1,2,2,4,0.77
NCR_M50334,Gurgaon CyberHub,1,1,2,2,2,0.91
NCR_M50335,Noida Sector 18,1,2,1,2,4,0.74
NCR_M50336,Dwarka,1,1,1,1,2,1.12
NCR_M50337,Lajpat Nagar,1,1,2,1,3,0.9
NCR_M50338,Noida Sector 18,3,1,1,2,4,0.76
NCR_M50339,Dwarka,1,1,2,2,3,1.1
NCR_M50340,Dwarka,2,1,1,2,4,1.23
NCR_M50341,Noida Sector 18,3,3,1,1,2,1.16
NCR_M50342,Dwarka,3,2,1,1,5,1.19
NCR_M50343,Rohini,1,1,1,2,3,1.05
NCR_M50344,Gurgaon CyberHub,1,3,1,2,4,1.18
NCR_M50345,Connaught Place,2,2,1,2,5,1.12
NCR_M50346,Gurgaon CyberHub,3,1,2,1,3,1.22
NCR_M50347,Gurgaon CyberHub,1,1,2,2,2,0.8
NCR_M50348,Rohini,1,3,2,1,3,0.93
NCR_M50349,Faridabad,2,2,1,1,2,1.11
NCR_M50350,Saket,3,2,2,2,2,1.26
NCR_M50351,Gurgaon CyberHub,2,2,2,1,4,1.14
NCR_M50352,Connaught Place,2,2,1,1,3,0.89
NCR_M50353,Connaught Place,3,3,1,1,5,1.06
NCR_M50354,Lajpat Nagar,1,1,2,1,5,0.88
NCR_M50355,Faridabad,3,1,2,2,5,1.22
NCR_M50356,Gurgaon CyberHub,2,1,1,2,5,1.3
NCR_M50357,Connaught Place,2,2,1,1,4,0.87
NCR_M50358,Gurgaon CyberHub,3,1,2,1,2,1.25
NCR_M50359,Faridabad,3,3,1,1,4,1.03
NCR_M50360,Saket,3,3,1,1,4,1.11
NCR_M50361,Saket,2,3,1,1,4,0.79
NCR_M50362,Dwarka,2,1,2,1,2,0.85
NCR_M50363,Lajpat Nagar,1,2,1,2,4,0.93
NCR_M50364,Noida Sector 18,3,2,1,2,3,0.71
NCR_M50365,Connaught Place,2,1,1,2,5,0.92
NCR_M50366,Connaught Place,3,2,2,1,2,1.09
NCR_M50367,Connaught Place,2,3,2,1,4,1.06
NCR_M50368,Faridabad,1,3,1,1,4,0.84
NCR_M50369,Noida Sector 18,3,2,2,2,5,0.86
NCR_M50370,Dwarka,2,3,2,1,4,1.04
NCR_M50371,Faridabad,1,1,1,1,5,0.86
NCR_M50372,Rohini,1,3,1,1,2,1.06
NCR_M50373,Gurgaon CyberHub,1,2,1,1,3,0.75
NCR_M50374,Faridabad,2,1,2,2,4,1.28
NCR_M50375,Gurgaon CyberHub,2,1,2,2,3,0.88
NCR_M50376,Noida Sector 18,1,3,1,2,3,0.81
NCR_M50377,Saket,1,1,2,2,2,0.79
NCR_M50378,Faridabad,2,3,1,2,5,1.27
NCR_M50379,Dwarka,3,1,1,1,3,1.17
NCR_M50380,Rohini,3,2,2,2,2,0.9
NCR_M50381,Dwarka,1,1,1,2,2,0.76
NCR_M50382,Lajpat Nagar,3,3,1,2,3,1.09
NCR_M50383,Saket,3,3,2,1,4,0.83
NCR_M50384,Dwarka,2,3,2,2,4,1.28
NCR_M50385,Gurgaon CyberHub,3,3,1,2,3,1.21
NCR_M50386,Gurgaon CyberHub,3,1,1,2,4,0.72
NCR_M50387,Rohini,3,2,2,1,2,0.94
NCR_M50388,Rohini,1,3,2,1,5,1.19
NCR_M50389,Dwarka,1,3,1,2,2,0.74
NCR_M50390,Rohini,2,1,1,2,3,0.72
NCR_M50391,Noida Sector 18,1,2,1,2,2,0.87
NCR_M50392,Faridabad,3,2,2,2,4,0.87
NCR_M50393,Noida Sector 18,3,1,1,1,3,1.11
NCR_M50394,Noida Sector 18,3,1,2,1,3,1.14
NCR_M50395,Gurgaon CyberHub,1,2,2,1,5,1.14
NCR_M50396,Gurgaon CyberHub,1,3,1,1,2,1.0
NCR_M50397,Gurgaon CyberHub,3,3,1,2,5,0.75
NCR_M50398,Saket,1,2,1,1,5,1.24
NCR_M50399,Gurgaon CyberHub,2,3,2,1,3,0.91
NCR_M50400,Noida Sector 18,1,3,2,2,2,1.02
NCR_M50401,Noida Sector 18,1,1,2,2,5,0.84
NCR_M50402,Rohini,1,2,1,1,4,1.09
NCR_M50403,Gurgaon CyberHub,3,2,1,1,2,0.71
NCR_M50404,Faridabad,1,1,1,2,5,1.2
NCR_M50405,Gurgaon CyberHub,3,3,1,1,3,1.29
NCR_M50406,Gurgaon CyberHub,2,2,2,2,3,0.88
NCR_M50407,Dwarka,3,3,2,1,2,0.88
NCR_M50408,Gurgaon CyberHub,2,2,1,1,3,1.12
NCR_M50409,Noida Sector 18,2,1,2,1,5,1.21
NCR_M50410,Connaught Place,1,1,2,2,4,1.2
NCR_M50411,Connaught Place,3,1,1,2,4,0.73
NCR_M50412,Lajpat Nagar,3,1,1,2,5,0.77
NCR_M50413,Rohini,1,1,1,2,5,0.89
NCR_M50414,Rohini,3,3,2,2,4,0.77
NCR_M50415,Noida Sector 18,3,3,1,1,3,1.14
NCR_M50416,Faridabad,1,3,1,1,3,1.21
NCR_M50417,Connaught Place,3,3,2,1,5,0.74
NCR_M50418,Lajpat Nagar,2,1,1,2,5,0.84
NCR_M50419,Saket,3,3,1,1,2,1.2
NCR_M50420,Lajpat Nagar,2,1,2,2,4,1.1
NCR_M50421,Dwarka,1,2,2,1,3,1.11
NCR_M50422,Dwarka,3,1,1,1,3,1.14
NCR_M50423,Gurgaon CyberHub,1,1,1,2,3,1.16
NCR_M50424,Connaught Place,3,1,2,1,5,0.98
NCR_M50425,Dwarka,3,1,1,2,3,0.82
NCR_M50426,Rohini,2,2,2,1,4,0.93
NCR_M50427,Gurgaon CyberHub,2,3,2,2,4,1.23
NCR_M50428,Gurgaon CyberHub,3,2,2,2,4,1.21
NCR_M50429,Faridabad,3,3,1,1,3,1.24
NCR_M50430,Connaught Place,2,2,1,1,3,1.1
NCR_M50431,Noida Sector 18,1,1,2,2,3,1.05
NCR_M50432,Noida Sector 18,1,1,1,2,2,1.21
NCR_M50433,Connaught Place,3,1,2,1,4,0.74
NCR_M50434,Faridabad,3,2,1,2,2,0.99
NCR_M50435,Rohini,1,2,1,2,3,1.13
NCR_M50436,Gurgaon CyberHub,1,2,2,1,4,1.23
NCR_M50437,Saket,2,3,2,1,5,0.7
NCR_M50438,Faridabad,2,3,2,2,4,0.99
NCR_M50439,Lajpat Nagar,3,2,1,1,3,0.79
NCR_M50440,Gurgaon CyberHub,2,3,1,2,3,0.71
NCR_M50441,Saket,2,1,2,2,4,1.26
NCR_M50442,Dwarka,1,1,2,2,2,0.72
