order_id,weather,traffic_index,rider_density,zone,hour_of_day,weather_friction,traffic_friction,rider_density_friction,zone_congestion,hour_friction,ambient_friction_multiplier
6243,Clear,0.38,Medium,Connaught Place,16,1.0134,1.038,1.0,1.2,1.04,1.3841
9168,Clear,0.69,High,Connaught Place,19,1.0072,1.107,0.95,1.2,1.18,1.5554
6368,Clear,0.46,High,Dwarka,18,0.9941,1.046,0.95,1.05,1.1,1.1414
5332,Clear,0.76,High,Saket,0,1.0424,1.128,0.95,1.08,1.02,1.2641
5212,Heatwave,0.35,Medium,Saket,12,1.1225,1.035,1.0,1.08,1.15,1.4404
2462,Smog,0.36,Medium,Dwarka,14,1.0486,1.036,1.0,1.05,1.12,1.2736
2452,Rain,0.62,High,Gurgaon CyberHub,4,1.2356,1.086,0.95,1.15,1.0,1.4586
2446,Clear,0.86,High,Lajpat Nagar,15,1.002,1.176,0.95,1.18,1.05,1.4032
6617,Clear,0.46,Medium,Gurgaon CyberHub,11,0.9974,1.046,1.0,1.15,1.08,1.3
2443,Smog,0.52,Low,Gurgaon CyberHub,20,1.0673,1.056,1.12,1.15,1.22,1.8431
2471,Clear,0.87,High,Lajpat Nagar,10,0.975,1.182,0.95,1.18,1.06,1.3376
9183,Smog,0.56,High,Rohini,20,1.1226,1.068,0.95,1.06,1.22,1.4533
19407,Fog,0.67,High,Lajpat Nagar,13,1.1948,1.101,0.95,1.18,1.18,1.7407
9195,Heatwave,0.92,High,Gurgaon CyberHub,13,1.1007,1.212,0.95,1.15,1.18,1.7739
6763,Heatwave,0.7,High,Noida Sector 18,21,1.0526,1.11,0.95,1.1,1.2,1.4588
2482,Clear,0.96,Low,Gurgaon CyberHub,20,0.9929,1.236,1.12,1.15,1.22,1.9197
19423,Fog,0.95,Low,Gurgaon CyberHub,21,1.2299,1.23,1.12,1.15,1.2,2.334
9196,Smog,0.95,Low,Faridabad,12,1.0724,1.23,1.12,1.04,1.15,1.7617
9202,Smog,0.96,High,Lajpat Nagar,19,1.1584,1.236,0.95,1.18,1.18,1.9276
6778,Rain,0.9,High,Dwarka,9,1.2021,1.2,0.95,1.05,1.05,1.549
9205,Fog,0.89,Low,Lajpat Nagar,13,1.2044,1.194,1.12,1.18,1.18,2.3157
9201,Clear,0.66,Low,Dwarka,13,0.9887,1.098,1.12,1.05,1.18,1.5342
9198,Fog,0.53,High,Dwarka,12,1.2027,1.059,0.95,1.05,1.15,1.4851
19445,Fog,0.99,Low,Lajpat Nagar,21,1.1718,1.254,1.12,1.18,1.2,2.3185
9197,Rain,0.62,Low,Connaught Place,18,1.2561,1.086,1.12,1.2,1.1,2.056
9208,Smog,0.79,High,Noida Sector 18,16,1.0682,1.137,0.95,1.1,1.04,1.3515
2529,Clear,0.62,Medium,Gurgaon CyberHub,20,0.9925,1.086,1.0,1.15,1.22,1.5734
9211,Smog,0.86,Low,Lajpat Nagar,8,1.1099,1.176,1.12,1.18,1.04,1.8127
2552,Fog,0.76,Medium,Rohini,12,1.2279,1.128,1.0,1.06,1.15,1.7179
19459,Clear,0.61,High,Faridabad,19,1.018,1.083,0.95,1.04,1.18,1.2421
19454,Clear,0.41,Medium,Lajpat Nagar,9,1.0071,1.041,1.0,1.18,1.05,1.312
2571,Smog,0.8,Low,Dwarka,20,1.0525,1.14,1.12,1.05,1.22,1.7074
19464,Rain,0.34,Medium,Dwarka,8,1.1445,1.034,1.0,1.05,1.04,1.2829
9221,Smog,0.61,Medium,Gurgaon CyberHub,20,1.0844,1.083,1.0,1.15,1.22,1.632
19485,Smog,0.62,High,Gurgaon CyberHub,21,1.0605,1.086,0.95,1.15,1.2,1.4812
9227,Clear,0.34,High,Lajpat Nagar,0,1.0089,1.034,0.95,1.18,1.02,1.1237
6867,Clear,0.35,Medium,Faridabad,12,1.0038,1.035,1.0,1.04,1.15,1.2344
7008,Smog,0.71,Medium,Faridabad,6,1.0885,1.113,1.0,1.04,1.01,1.2437
9241,Clear,0.48,Medium,Connaught Place,7,0.991,1.048,1.0,1.2,1.02,1.2769
7011,Heatwave,0.76,Low,Lajpat Nagar,20,1.1506,1.128,1.12,1.18,1.22,2.0245
2599,Heatwave,0.36,Low,Lajpat Nagar,12,1.0717,1.036,1.12,1.18,1.15,1.6692
9242,Clear,0.78,Medium,Gurgaon CyberHub,18,0.9855,1.134,1.0,1.15,1.1,1.452
19523,Heatwave,0.91,Medium,Connaught Place,13,1.1907,1.206,1.0,1.2,1.18,2.0162
19577,Clear,0.98,Medium,Saket,22,0.9921,1.248,1.0,1.08,1.1,1.4593
5685,Smog,0.72,High,Faridabad,20,1.0844,1.116,0.95,1.04,1.22,1.4423
2614,Rain,0.82,Medium,Rohini,15,1.1802,1.152,1.0,1.06,1.05,1.5463
7055,Heatwave,0.6,High,Connaught Place,7,1.027,1.08,0.95,1.2,1.02,1.2853
2684,Clear,0.73,Medium,Rohini,19,1.0245,1.119,1.0,1.06,1.18,1.4483
2691,Smog,0.45,Low,Saket,13,1.0682,1.045,1.12,1.08,1.18,1.5821
2660,Clear,0.43,Medium,Faridabad,7,1.0258,1.043,1.0,1.04,1.02,1.1155
19655,Clear,0.71,Low,Saket,21,0.9973,1.113,1.12,1.08,1.2,1.5841
9294,Fog,0.96,Medium,Dwarka,19,1.1791,1.236,1.0,1.05,1.18,1.7715
7272,Smog,0.42,Low,Saket,18,1.1553,1.042,1.12,1.08,1.1,1.6514
9289,Fog,0.38,High,Noida Sector 18,15,1.1666,1.038,0.95,1.1,1.05,1.2994
7254,Clear,0.9,High,Saket,13,1.0299,1.2,0.95,1.08,1.18,1.4886
2717,Rain,0.68,Medium,Noida Sector 18,22,1.2152,1.104,1.0,1.1,1.1,1.5552
9297,Smog,0.8,Medium,Saket,12,1.0651,1.14,1.0,1.08,1.15,1.4482
7413,Rain,0.91,Low,Connaught Place,19,1.1153,1.206,1.12,1.2,1.18,2.194
7349,Rain,0.4,Medium,Connaught Place,11,1.1533,1.04,1.0,1.2,1.08,1.5338
7447,Rain,0.51,Medium,Lajpat Nagar,12,1.1704,1.053,1.0,1.18,1.15,1.6761
5934,Clear,0.51,High,Dwarka,0,0.9824,1.053,0.95,1.05,1.02,1.0529
9319,Smog,0.88,High,Faridabad,0,1.146,1.188,0.95,1.04,1.02,1.4145
9309,Smog,0.54,High,Rohini,20,1.1132,1.062,0.95,1.06,1.22,1.4729
9328,Clear,0.35,High,Connaught Place,12,0.9999,1.035,0.95,1.2,1.15,1.3451
7399,Clear,0.82,Medium,Rohini,21,0.9821,1.152,1.0,1.06,1.2,1.4394
9336,Clear,0.81,Medium,Saket,14,1.0057,1.146,1.0,1.08,1.12,1.436
9318,Heatwave,0.72,Low,Lajpat Nagar,16,1.1721,1.116,1.12,1.18,1.04,1.7755
7512,Smog,0.45,Low,Faridabad,20,1.2005,1.045,1.12,1.04,1.22,1.7757
2757,Smog,0.69,Low,Rohini,13,1.0388,1.107,1.12,1.06,1.18,1.6628
19724,Clear,0.87,Low,Lajpat Nagar,20,0.9963,1.182,1.12,1.18,1.22,1.8658
19737,Smog,0.35,Low,Connaught Place,19,1.1117,1.035,1.12,1.2,1.18,1.8676
9331,Heatwave,0.97,High,Dwarka,20,1.0749,1.242,0.95,1.05,1.22,1.5589
9340,Rain,0.69,Low,Faridabad,13,1.254,1.107,1.12,1.04,1.18,1.8784
2794,Clear,0.63,High,Faridabad,20,1.0278,1.089,0.95,1.04,1.22,1.3411
6111,Smog,0.67,High,Rohini,11,1.0708,1.101,0.95,1.06,1.08,1.3122
9350,Clear,0.59,Low,Connaught Place,13,1.0276,1.077,1.12,1.2,1.18,1.7212
2843,Heatwave,0.39,Low,Rohini,8,1.1137,1.039,1.12,1.06,1.04,1.4239
19768,Clear,0.49,High,Saket,14,0.9936,1.049,0.95,1.08,1.12,1.1522
9352,Clear,0.83,Medium,Gurgaon CyberHub,11,0.9972,1.158,1.0,1.15,1.08,1.4511
9351,Rain,0.85,High,Lajpat Nagar,18,1.0524,1.17,0.95,1.18,1.1,1.4842
19766,Smog,0.73,High,Dwarka,14,1.1008,1.119,0.95,1.05,1.12,1.3806
6114,Clear,0.78,Low,Rohini,18,1.0059,1.134,1.12,1.06,1.1,1.4913
2870,Fog,0.87,Low,Connaught Place,11,1.0931,1.182,1.12,1.2,1.08,1.8868
19795,Clear,0.5,Medium,Dwarka,13,0.9878,1.05,1.0,1.05,1.18,1.279
7738,Clear,0.31,Low,Rohini,20,0.9567,1.031,1.12,1.06,1.22,1.4824
19771,Smog,0.45,Medium,Connaught Place,20,1.2254,1.045,1.0,1.2,1.22,1.8938
9367,Clear,0.35,Low,Faridabad,19,1.0183,1.035,1.12,1.04,1.18,1.4852
7793,Smog,0.95,Low,Rohini,18,1.0725,1.23,1.12,1.06,1.1,1.7109
7676,Heatwave,0.83,Low,Rohini,19,1.1144,1.158,1.12,1.06,1.18,1.7732
2915,Heatwave,0.31,Medium,Gurgaon CyberHub,14,1.0914,1.031,1.0,1.15,1.12,1.4684
9364,Clear,0.56,High,Connaught Place,13,1.0174,1.068,0.95,1.2,1.18,1.4381
9368,Clear,0.52,High,Faridabad,13,1.0071,1.056,0.95,1.04,1.18,1.2477
7644,Clear,0.79,High,Gurgaon CyberHub,13,1.0131,1.137,0.95,1.15,1.18,1.4776
7704,Heatwave,0.41,Low,Rohini,19,1.0452,1.041,1.12,1.06,1.18,1.5691
19817,Fog,0.61,Medium,Saket,23,1.1683,1.083,1.0,1.08,1.05,1.4246
9392,Heatwave,0.97,Low,Rohini,16,1.0533,1.242,1.12,1.06,1.04,1.6559
2919,Heatwave,0.78,Medium,Rohini,12,1.0383,1.134,1.0,1.06,1.15,1.4518
19848,Clear,0.74,Medium,Saket,23,0.9859,1.122,1.0,1.08,1.05,1.243
7875,Clear,0.39,Low,Faridabad,13,1.0215,1.039,1.12,1.04,1.18,1.4385
9387,Smog,0.7,High,Rohini,13,1.1063,1.11,0.95,1.06,1.18,1.4756
7885,Clear,0.68,Medium,Connaught Place,21,0.9888,1.104,1.0,1.2,1.2,1.5489
6277,Clear,0.99,Medium,Dwarka,10,1.0065,1.254,1.0,1.05,1.06,1.3938
6381,Clear,0.59,High,Dwarka,20,1.0001,1.077,0.95,1.05,1.22,1.323
2911,Clear,0.38,High,Connaught Place,21,0.988,1.038,0.95,1.2,1.2,1.4119
19917,Clear,0.49,Low,Noida Sector 18,12,0.9696,1.049,1.12,1.1,1.15,1.4725
9417,Smog,0.74,Medium,Saket,21,1.1121,1.122,1.0,1.08,1.2,1.5996
19865,Clear,0.59,High,Gurgaon CyberHub,9,1.0127,1.077,0.95,1.15,1.05,1.2854
2981,Smog,0.55,High,Saket,0,1.0735,1.065,0.95,1.08,1.02,1.1587
7967,Smog,0.39,High,Faridabad,7,1.2344,1.039,0.95,1.04,1.02,1.2802
9412,Rain,0.79,High,Noida Sector 18,12,1.2097,1.137,0.95,1.1,1.15,1.6347
9421,Heatwave,0.78,High,Dwarka,13,1.1175,1.134,0.95,1.05,1.18,1.5169
9422,Rain,0.56,High,Dwarka,19,1.1329,1.068,0.95,1.05,1.18,1.4238
9426,Fog,0.45,High,Gurgaon CyberHub,13,1.2263,1.045,0.95,1.15,1.18,1.6192
3017,Clear,0.31,Low,Gurgaon CyberHub,21,1.0217,1.031,1.12,1.15,1.2,1.6416
19966,Clear,0.92,Medium,Rohini,7,1.0396,1.212,1.0,1.06,1.02,1.3876
19953,Rain,0.55,Medium,Dwarka,7,1.1797,1.065,1.0,1.05,1.02,1.3247
9441,Smog,0.67,Low,Faridabad,9,1.1353,1.101,1.12,1.04,1.05,1.5507
6532,Fog,0.31,High,Noida Sector 18,21,1.2629,1.031,0.95,1.1,1.2,1.5979
3033,Smog,0.5,Low,Lajpat Nagar,20,1.1703,1.05,1.12,1.18,1.22,1.9769
9438,Clear,0.93,High,Saket,16,0.9736,1.218,0.95,1.08,1.04,1.2697
8128,Clear,0.95,Medium,Gurgaon CyberHub,12,0.9711,1.23,1.0,1.15,1.15,1.5253
9462,Clear,0.71,High,Gurgaon CyberHub,19,1.0088,1.113,0.95,1.15,1.18,1.4285
19994,Clear,0.96,Low,Dwarka,20,0.9581,1.236,1.12,1.05,1.22,1.72
6558,Clear,0.69,Medium,Saket,18,0.9954,1.107,1.0,1.08,1.1,1.2779
6638,Clear,0.87,High,Gurgaon CyberHub,9,1.0099,1.182,0.95,1.15,1.05,1.3984
19985,Heatwave,0.68,High,Dwarka,10,1.0177,1.104,0.95,1.05,1.06,1.1966
9467,Heatwave,0.79,Medium,Noida Sector 18,20,1.0894,1.137,1.0,1.1,1.22,1.6394
8210,Clear,0.52,Medium,Faridabad,13,1.0056,1.056,1.0,1.04,1.18,1.3308
9475,Clear,0.66,Medium,Lajpat Nagar,19,1.0442,1.098,1.0,1.18,1.18,1.5811
8388,Fog,0.98,High,Lajpat Nagar,19,1.1672,1.248,0.95,1.18,1.18,1.9309
9476,Rain,0.87,High,Rohini,14,1.223,1.182,0.95,1.06,1.12,1.6487
8275,Smog,0.35,High,Dwarka,14,1.139,1.035,0.95,1.05,1.12,1.3017
8240,Fog,0.51,High,Gurgaon CyberHub,13,1.086,1.053,0.95,1.15,1.18,1.5316
9478,Heatwave,0.77,Low,Noida Sector 18,12,1.1279,1.131,1.12,1.1,1.15,1.8521
108,Clear,0.48,High,Gurgaon CyberHub,9,0.9942,1.048,0.95,1.15,1.05,1.1894
125,Clear,0.78,Low,Faridabad,19,0.9885,1.134,1.12,1.04,1.18,1.5671
3173,Smog,0.54,High,Rohini,23,1.1484,1.062,0.95,1.06,1.05,1.2577
8316,Clear,0.78,Low,Dwarka,12,1.0038,1.134,1.12,1.05,1.15,1.5228
9485,Clear,0.45,Low,Gurgaon CyberHub,18,1.0138,1.045,1.12,1.15,1.1,1.4354
3124,Fog,0.72,Medium,Noida Sector 18,10,1.1956,1.116,1.0,1.1,1.06,1.5606
3115,Smog,0.79,Low,Faridabad,21,1.1055,1.137,1.12,1.04,1.2,1.802
136,Clear,0.71,High,Lajpat Nagar,13,0.9868,1.113,0.95,1.18,1.18,1.3752
9500,Clear,0.92,High,Dwarka,14,1.0569,1.212,0.95,1.05,1.12,1.4741
3140,Heatwave,0.57,High,Lajpat Nagar,9,1.0801,1.071,0.95,1.18,1.05,1.3529
205,Fog,0.77,Medium,Lajpat Nagar,23,1.064,1.131,1.0,1.18,1.05,1.5071
3135,Fog,0.41,High,Gurgaon CyberHub,11,1.2046,1.041,0.95,1.15,1.08,1.4654
9514,Fog,0.93,Medium,Dwarka,12,1.1216,1.218,1.0,1.05,1.15,1.6287
9527,Smog,0.41,High,Saket,13,1.1221,1.041,0.95,1.08,1.18,1.4306
74,Rain,0.64,Low,Connaught Place,17,1.2696,1.092,1.12,1.2,1.06,2.009
3149,Smog,0.38,Low,Faridabad,1,1.1236,1.038,1.12,1.04,1.01,1.3721
9538,Rain,0.6,High,Lajpat Nagar,11,1.2634,1.08,0.95,1.18,1.08,1.6307
78,Heatwave,0.57,Low,Gurgaon CyberHub,22,1.0407,1.071,1.12,1.15,1.1,1.618
265,Heatwave,0.93,Medium,Rohini,13,1.0585,1.218,1.0,1.06,1.18,1.6279
208,Fog,0.75,Medium,Noida Sector 18,22,1.161,1.125,1.0,1.1,1.1,1.5528
115,Clear,0.86,Medium,Gurgaon CyberHub,20,0.9966,1.176,1.0,1.15,1.22,1.6344
8457,Clear,0.66,Medium,Faridabad,17,0.9594,1.098,1.0,1.04,1.06,1.1491
3185,Rain,0.44,Low,Connaught Place,20,1.1194,1.044,1.12,1.2,1.22,1.8697
9551,Clear,0.9,Medium,Gurgaon CyberHub,10,1.0312,1.2,1.0,1.15,1.06,1.483
9562,Heatwave,0.53,Low,Faridabad,12,1.1244,1.059,1.12,1.04,1.15,1.526
373,Clear,0.66,Low,Faridabad,10,1.0299,1.098,1.12,1.04,1.06,1.3837
137,Clear,0.5,Medium,Rohini,13,0.9656,1.05,1.0,1.06,1.18,1.2682
9577,Clear,0.94,High,Saket,20,1.0299,1.224,0.95,1.08,1.22,1.5401
3273,Clear,0.43,Low,Faridabad,21,0.9745,1.043,1.12,1.04,1.2,1.4207
8736,Fog,0.32,High,Lajpat Nagar,15,1.166,1.032,0.95,1.18,1.05,1.3801
9574,Clear,0.72,Medium,Rohini,14,0.9932,1.116,1.0,1.06,1.12,1.3685
8709,Clear,0.75,Low,Noida Sector 18,8,1.0023,1.125,1.12,1.1,1.04,1.4399
3296,Smog,0.38,Medium,Dwarka,7,1.0757,1.038,1.0,1.05,1.02,1.1854
3236,Rain,0.37,High,Connaught Place,19,1.2344,1.037,0.95,1.2,1.18,1.7323
3277,Rain,0.75,Low,Rohini,8,1.2217,1.125,1.12,1.06,1.04,1.7082
9593,Smog,0.62,High,Faridabad,21,1.1306,1.086,0.95,1.04,1.2,1.4524
151,Smog,0.95,High,Noida Sector 18,20,1.0768,1.23,0.95,1.1,1.22,1.7345
6904,Fog,0.65,High,Lajpat Nagar,19,1.1711,1.095,0.95,1.18,1.18,1.649
465,Clear,0.8,Low,Rohini,7,1.0051,1.14,1.12,1.06,1.02,1.436
8735,Clear,0.64,Medium,Connaught Place,19,0.99,1.092,1.0,1.2,1.18,1.5872
565,Clear,0.71,High,Dwarka,14,1.0016,1.113,0.95,1.05,1.12,1.2331
537,Clear,0.67,High,Noida Sector 18,9,1.0135,1.101,0.95,1.1,1.05,1.1583
3313,Clear,0.69,Medium,Saket,8,1.0033,1.107,1.0,1.08,1.04,1.2564
3343,Clear,0.76,Medium,Noida Sector 18,15,0.999,1.128,1.0,1.1,1.05,1.2595
7017,Heatwave,0.51,Medium,Saket,12,1.0981,1.053,1.0,1.08,1.15,1.4677
3301,Smog,0.97,Medium,Dwarka,12,1.0867,1.242,1.0,1.05,1.15,1.649
9598,Clear,0.56,Medium,Noida Sector 18,7,0.9915,1.068,1.0,1.1,1.02,1.1848
8797,Heatwave,0.34,Low,Connaught Place,22,1.1213,1.034,1.12,1.2,1.1,1.7119
3354,Heatwave,0.72,Low,Noida Sector 18,12,1.0608,1.116,1.12,1.1,1.15,1.7238
9608,Smog,0.95,Low,Rohini,14,1.11,1.23,1.12,1.06,1.12,1.7617
6936,Smog,0.5,Medium,Rohini,17,1.0023,1.05,1.0,1.06,1.06,1.1742
738,Clear,0.58,Low,Saket,20,1.0191,1.074,1.12,1.08,1.22,1.6241
7070,Rain,0.65,Medium,Lajpat Nagar,11,1.1151,1.095,1.0,1.18,1.08,1.5086
9611,Clear,0.4,High,Lajpat Nagar,22,0.9984,1.04,0.95,1.18,1.1,1.2685
3344,Rain,0.95,Medium,Rohini,13,1.2801,1.23,1.0,1.06,1.18,1.9797
234,Smog,0.32,Low,Dwarka,12,1.0529,1.032,1.12,1.05,1.15,1.461
646,Clear,0.9,Low,Connaught Place,11,0.9996,1.2,1.12,1.2,1.08,1.7685
642,Clear,0.83,Low,Dwarka,20,0.9803,1.158,1.12,1.05,1.22,1.6843
781,Clear,0.98,High,Faridabad,20,1.001,1.248,0.95,1.04,1.22,1.4786
9623,Rain,0.56,Low,Gurgaon CyberHub,19,1.1614,1.068,1.12,1.15,1.18,1.9251
807,Clear,0.64,High,Faridabad,20,1.002,1.092,0.95,1.04,1.22,1.3288
8922,Rain,0.94,Medium,Dwarka,22,1.2633,1.224,1.0,1.05,1.1,1.7985
9612,Heatwave,0.39,Medium,Dwarka,8,1.0487,1.039,1.0,1.05,1.04,1.2012
8918,Clear,0.52,High,Saket,21,0.9881,1.056,0.95,1.08,1.2,1.3044
3369,Clear,0.81,High,Connaught Place,11,1.0048,1.146,0.95,1.2,1.08,1.4231
825,Clear,0.93,Medium,Faridabad,8,1.0045,1.218,1.0,1.04,1.04,1.3493
8949,Fog,0.83,Low,Rohini,17,1.1844,1.158,1.12,1.06,1.06,1.6926
9635,Clear,0.93,Low,Noida Sector 18,6,0.9942,1.218,1.12,1.1,1.01,1.525
3420,Fog,0.39,Medium,Dwarka,20,1.0928,1.039,1.0,1.05,1.22,1.4604
267,Clear,0.82,Medium,Faridabad,13,0.9709,1.152,1.0,1.04,1.18,1.3371
9132,Heatwave,0.92,Low,Noida Sector 18,18,1.0652,1.212,1.12,1.1,1.1,1.6623
3403,Heatwave,0.79,High,Saket,11,1.12,1.137,0.95,1.08,1.08,1.3834
9643,Smog,0.48,Low,Faridabad,21,1.1278,1.048,1.12,1.04,1.2,1.6264
293,Clear,0.78,Low,Dwarka,18,1.0007,1.134,1.12,1.05,1.1,1.4657
9639,Clear,0.9,Medium,Gurgaon CyberHub,6,0.9706,1.2,1.0,1.15,1.01,1.3769
9648,Rain,0.87,High,Gurgaon CyberHub,13,1.1632,1.182,0.95,1.15,1.18,1.755
7226,Rain,0.34,Medium,Rohini,1,1.1945,1.034,1.0,1.06,1.01,1.3369
9632,Clear,0.73,Low,Dwarka,14,1.0043,1.119,1.12,1.05,1.12,1.4923
782,Clear,0.35,Low,Gurgaon CyberHub,16,1.0149,1.035,1.12,1.15,1.04,1.4053
3435,Heatwave,0.8,High,Dwarka,17,1.1419,1.14,0.95,1.05,1.06,1.3769
9011,Heatwave,0.48,High,Saket,14,1.1184,1.048,0.95,1.08,1.12,1.3159
9265,Smog,0.59,Low,Saket,19,1.1614,1.077,1.12,1.08,1.18,1.7394
9665,Fog,0.83,Medium,Gurgaon CyberHub,7,1.0763,1.158,1.0,1.15,1.02,1.443
364,Smog,0.43,High,Saket,19,1.1052,1.043,0.95,1.08,1.18,1.4117
3463,Rain,0.45,Low,Faridabad,23,1.086,1.045,1.12,1.04,1.05,1.383
9673,Smog,0.63,Low,Noida Sector 18,13,1.1073,1.089,1.12,1.1,1.18,1.7812
7337,Clear,0.41,Medium,Noida Sector 18,22,1.0107,1.041,1.0,1.1,1.1,1.2682
3521,Fog,0.96,Medium,Noida Sector 18,20,1.2537,1.236,1.0,1.1,1.22,2.0315
7360,Rain,0.44,Medium,Rohini,17,1.2235,1.044,1.0,1.06,1.06,1.4466
379,Clear,0.61,Low,Lajpat Nagar,8,0.9633,1.083,1.12,1.18,1.04,1.4689
9685,Rain,0.52,Medium,Dwarka,13,1.1833,1.056,1.0,1.05,1.18,1.5268
9675,Fog,0.54,High,Connaught Place,5,1.285,1.062,0.95,1.2,1.0,1.595
9686,Clear,0.56,High,Noida Sector 18,14,0.9839,1.068,0.95,1.1,1.12,1.2388
9680,Clear,0.34,Medium,Lajpat Nagar,19,0.9963,1.034,1.0,1.18,1.18,1.3924
1114,Clear,0.34,Medium,Rohini,21,1.0178,1.034,1.0,1.06,1.2,1.3085
9338,Smog,0.74,Low,Lajpat Nagar,13,1.1084,1.122,1.12,1.18,1.18,1.8717
9683,Clear,0.79,Medium,Faridabad,13,0.9984,1.137,1.0,1.04,1.18,1.3836
9695,Heatwave,0.76,Medium,Dwarka,19,1.1186,1.128,1.0,1.05,1.18,1.5734
3567,Heatwave,0.68,Medium,Lajpat Nagar,21,1.051,1.104,1.0,1.18,1.2,1.5757
1291,Smog,0.59,Medium,Lajpat Nagar,17,1.0368,1.077,1.0,1.18,1.06,1.4412
9696,Clear,0.76,Low,Gurgaon CyberHub,21,0.9946,1.128,1.12,1.15,1.2,1.8105
9703,Clear,0.84,Medium,Connaught Place,22,1.0021,1.164,1.0,1.2,1.1,1.5817
9420,Smog,0.55,High,Gurgaon CyberHub,18,1.0858,1.065,0.95,1.15,1.1,1.3842
3615,Clear,0.32,High,Connaught Place,15,0.9814,1.032,0.95,1.2,1.05,1.2389
1003,Smog,0.97,High,Noida Sector 18,15,1.0738,1.242,0.95,1.1,1.05,1.5253
3625,Clear,0.53,Low,Lajpat Nagar,14,0.9752,1.059,1.12,1.18,1.12,1.513
9716,Clear,0.99,Low,Noida Sector 18,16,0.9811,1.254,1.12,1.1,1.04,1.5262
7666,Smog,0.91,Medium,Noida Sector 18,13,1.1461,1.206,1.0,1.1,1.18,1.7501
3641,Clear,0.5,Medium,Rohini,13,1.0163,1.05,1.0,1.06,1.18,1.3336
9567,Smog,0.73,Low,Gurgaon CyberHub,14,1.153,1.119,1.12,1.15,1.12,1.8658
9699,Rain,0.98,Medium,Dwarka,11,1.1006,1.248,1.0,1.05,1.08,1.5793
9586,Smog,0.68,Low,Connaught Place,18,1.2115,1.104,1.12,1.2,1.1,2.0105
3640,Fog,0.31,High,Rohini,14,1.1812,1.031,0.95,1.06,1.12,1.3362
489,Smog,0.63,Low,Saket,20,1.0951,1.089,1.12,1.08,1.22,1.7294
7597,Clear,0.33,Low,Connaught Place,13,1.0037,1.033,1.12,1.2,1.18,1.6203
9568,Clear,0.64,Low,Gurgaon CyberHub,15,1.021,1.092,1.12,1.15,1.05,1.523
9713,Heatwave,0.65,Medium,Gurgaon CyberHub,12,1.0577,1.095,1.0,1.15,1.15,1.5235
3647,Heatwave,0.71,Medium,Faridabad,13,1.136,1.113,1.0,1.04,1.18,1.51
7717,Heatwave,0.71,High,Gurgaon CyberHub,13,1.0162,1.113,0.95,1.15,1.18,1.4365
9733,Rain,0.93,High,Faridabad,23,1.2345,1.218,0.95,1.04,1.05,1.5315
3685,Rain,0.44,High,Lajpat Nagar,18,1.1627,1.044,0.95,1.18,1.1,1.5016
3673,Clear,0.52,High,Saket,20,1.0197,1.056,0.95,1.08,1.22,1.3673
9737,Smog,0.7,High,Noida Sector 18,9,1.0138,1.11,0.95,1.1,1.05,1.2363
516,Clear,0.56,Medium,Connaught Place,17,1.0031,1.068,1.0,1.2,1.06,1.3801
505,Smog,0.9,Low,Connaught Place,11,1.1611,1.2,1.12,1.2,1.08,2.002
9570,Clear,0.66,Low,Connaught Place,19,0.9845,1.098,1.12,1.2,1.18,1.7604
9745,Clear,0.9,High,Saket,22,0.9795,1.2,0.95,1.08,1.1,1.3569
9725,Clear,0.32,High,Gurgaon CyberHub,19,0.966,1.032,0.95,1.15,1.18,1.2865
9638,Rain,0.38,Medium,Noida Sector 18,14,1.1844,1.038,1.0,1.1,1.12,1.4909
7772,Clear,0.76,High,Connaught Place,11,1.0212,1.128,0.95,1.2,1.08,1.3969
1470,Clear,0.82,High,Saket,14,1.0227,1.152,0.95,1.08,1.12,1.3339
3717,Clear,0.64,Medium,Connaught Place,17,1.009,1.092,1.0,1.2,1.06,1.448
1534,Fog,0.35,High,Lajpat Nagar,19,1.1493,1.035,0.95,1.18,1.18,1.6474
545,Smog,0.71,High,Gurgaon CyberHub,19,1.1087,1.113,0.95,1.15,1.18,1.5469
3720,Smog,0.37,Medium,Saket,2,1.1095,1.037,1.0,1.08,1.0,1.2508
9760,Heatwave,0.32,Low,Dwarka,12,1.16,1.032,1.12,1.05,1.15,1.6074
7794,Fog,0.62,High,Dwarka,6,1.2092,1.086,0.95,1.05,1.01,1.3094
9755,Clear,0.65,Medium,Noida Sector 18,20,1.0277,1.095,1.0,1.1,1.22,1.5156
9818,Heatwave,0.37,Low,Connaught Place,8,1.0664,1.037,1.12,1.2,1.04,1.5379
9671,Clear,0.81,High,Rohini,15,0.9747,1.146,0.95,1.06,1.05,1.1501
9762,Clear,0.68,High,Faridabad,23,1.0015,1.104,0.95,1.04,1.05,1.187
9972,Smog,0.56,High,Lajpat Nagar,19,1.0684,1.068,0.95,1.18,1.18,1.4903
9767,Rain,0.5,High,Rohini,20,1.1246,1.05,0.95,1.06,1.22,1.4355
9763,Smog,0.99,High,Gurgaon CyberHub,11,1.1369,1.254,0.95,1.15,1.08,1.6549
9802,Fog,0.78,Medium,Connaught Place,19,1.1426,1.134,1.0,1.2,1.18,1.8464
9769,Fog,0.44,Low,Gurgaon CyberHub,18,1.1577,1.044,1.12,1.15,1.1,1.6892
633,Clear,0.78,High,Dwarka,22,0.9844,1.134,0.95,1.05,1.1,1.2784
9799,Fog,0.43,High,Gurgaon CyberHub,20,1.1262,1.043,0.95,1.15,1.22,1.5724
