order_id,merchant_id,zone,cart_items,structural_minimum_time_sec,historical_speed_index
2485,NCR_M46220,Connaught Place,2,620.93,0.8
972,NCR_M14693,Dwarka,3,671.15,0.9
978,NCR_M83657,Connaught Place,2,633.55,1.13
2592,NCR_M13335,Dwarka,4,851.26,1.09
2602,NCR_M28616,Faridabad,2,319.57,1.06
965,NCR_M7904,Dwarka,3,1267.35,0.95
2604,NCR_M28528,Lajpat Nagar,3,1017.62,1.27
995,NCR_M15630,Gurgaon CyberHub,2,168.94,1.14
970,NCR_M58009,Noida Sector 18,4,1116.63,0.85
2553,NCR_M83277,Connaught Place,2,1110.62,1.26
983,NCR_M99319,Dwarka,3,667.17,0.95
996,NCR_M26709,Faridabad,3,671.17,1.28
2556,NCR_M10861,Saket,2,797.11,1.27
2621,NCR_M17439,Dwarka,2,716.98,0.97
982,NCR_M67301,Faridabad,4,806.17,0.87
2637,NCR_M71546,Rohini,4,1385.76,1.02
2655,NCR_M20843,Rohini,3,1293.7,1.06
2687,NCR_M60214,Connaught Place,4,1147.79,0.89
2702,NCR_M42373,Faridabad,2,151.83,1.27
2693,NCR_M98972,Noida Sector 18,2,539.08,1.11
2586,NCR_M68907,Gurgaon CyberHub,3,1068.94,1.12
2708,NCR_M38745,Faridabad,2,116.61,0.76
1015,NCR_M57443,Dwarka,2,499.77,0.78
2750,NCR_M85991,Saket,2,749.39,1.26
2716,NCR_M3651,Connaught Place,3,828.51,1.0
2200,NCR_M45118,Lajpat Nagar,2,842.66,0.95
2226,NCR_M91245,Dwarka,2,799.37,1.13
2735,NCR_M52773,Saket,3,1039.08,0.91
2254,NCR_M3191,Faridabad,2,834.11,1.26
2243,NCR_M48114,Faridabad,4,1116.27,0.91
2659,NCR_M8790,Faridabad,2,912.67,1.11
1031,NCR_M32126,Noida Sector 18,4,1720.01,0.94
2253,NCR_M98696,Lajpat Nagar,2,624.82,1.03
2264,NCR_M17460,Gurgaon CyberHub,3,908.57,0.85
2674,NCR_M35419,Noida Sector 18,2,538.72,0.86
2779,NCR_M47086,Dwarka,3,731.92,0.95
2803,NCR_M18769,Faridabad,3,1334.46,1.01
1038,NCR_M49962,Connaught Place,3,860.18,1.21
1049,NCR_M81100,Saket,2,222.15,0.72
1036,NCR_M27886,Rohini,2,833.98,1.15
2724,NCR_M87422,Lajpat Nagar,3,918.98,0.99
1047,NCR_M61083,Gurgaon CyberHub,3,949.6,0.89
1054,NCR_M6896,Gurgaon CyberHub,2,855.36,0.91
2859,NCR_M50312,Noida Sector 18,2,705.91,0.7
2880,NCR_M89495,Noida Sector 18,2,987.42,1.13
1051,NCR_M67068,Noida Sector 18,2,570.46,0.7
2299,NCR_M71018,Dwarka,2,493.11,0.93
2800,NCR_M23933,Lajpat Nagar,2,482.16,1.21
2795,NCR_M21361,Lajpat Nagar,2,90.23,1.04
2926,NCR_M54848,Saket,2,591.61,0.79
1069,NCR_M90366,Saket,2,962.2,1.07
2338,NCR_M85469,Faridabad,3,754.08,0.84
2816,NCR_M38932,Rohini,4,1421.17,0.96
1065,NCR_M55824,Noida Sector 18,4,1292.64,0.85
1084,NCR_M38033,Saket,2,949.06,0.98
1076,NCR_M81427,Connaught Place,2,516.38,0.92
2959,NCR_M18808,Faridabad,3,831.11,0.95
2973,NCR_M11768,Saket,2,405.81,0.81
1091,NCR_M8072,Connaught Place,2,420.62,0.79
1098,NCR_M53414,Faridabad,3,875.42,0.92
1113,NCR_M26150,Lajpat Nagar,2,288.89,0.87
2992,NCR_M15541,Lajpat Nagar,2,668.95,0.77
2999,NCR_M70249,Lajpat Nagar,2,144.07,0.95
2879,NCR_M91738,Noida Sector 18,2,694.1,0.97
1109,NCR_M85436,Lajpat Nagar,2,628.29,1.1
2888,NCR_M19788,Noida Sector 18,2,787.33,1.15
3004,NCR_M20983,Saket,2,141.05,1.29
1117,NCR_M22607,Saket,4,1248.8,0.97
1115,NCR_M10151,Saket,3,627.98,0.78
2459,NCR_M85930,Saket,2,173.65,0.82
2893,NCR_M46937,Lajpat Nagar,3,1145.77,1.08
3070,NCR_M93287,Rohini,2,673.97,1.0
3060,NCR_M8594,Faridabad,3,1353.69,1.03
1136,NCR_M17359,Lajpat Nagar,4,1000.05,0.75
3081,NCR_M82144,Lajpat Nagar,2,965.97,1.28
3091,NCR_M37382,Noida Sector 18,2,309.3,1.05
2967,NCR_M90348,Faridabad,2,933.15,1.27
2521,NCR_M28075,Gurgaon CyberHub,2,400.18,0.91
2517,NCR_M20596,Gurgaon CyberHub,2,512.85,0.92
3074,NCR_M44195,Lajpat Nagar,4,1818.74,1.08
3118,NCR_M49378,Gurgaon CyberHub,2,791.91,0.95
3027,NCR_M26854,Connaught Place,2,576.18,0.73
1178,NCR_M73720,Connaught Place,2,829.18,0.98
1175,NCR_M20662,Gurgaon CyberHub,3,990.85,0.9
2577,NCR_M50494,Noida Sector 18,2,1046.37,1.28
3166,NCR_M36496,Saket,4,1263.88,1.04
2583,NCR_M13704,Noida Sector 18,2,397.84,1.08
3101,NCR_M53081,Saket,2,123.27,1.16
3123,NCR_M30816,Rohini,2,751.8,1.01
1212,NCR_M29566,Lajpat Nagar,3,418.84,0.7
1222,NCR_M63322,Connaught Place,2,497.93,1.16
3258,NCR_M58454,Saket,2,608.48,1.25
2619,NCR_M88479,Lajpat Nagar,2,823.99,1.22
2630,NCR_M33162,Saket,2,367.25,1.15
3142,NCR_M55992,Noida Sector 18,4,1468.79,1.07
3150,NCR_M9717,Dwarka,2,437.18,1.28
3151,NCR_M33350,Rohini,2,470.92,0.99
2632,NCR_M47099,Lajpat Nagar,2,595.77,0.8
3284,NCR_M133,Connaught Place,2,1133.22,1.25
3289,NCR_M51991,Rohini,2,639.75,1.01
3294,NCR_M68922,Lajpat Nagar,2,311.06,0.79
2634,NCR_M36539,Noida Sector 18,2,817.38,0.95
3302,NCR_M99280,Faridabad,3,842.92,1.23
2636,NCR_M7214,Lajpat Nagar,4,1208.33,1.09
3204,NCR_M44224,Noida Sector 18,3,1118.82,1.21
2665,NCR_M91656,Saket,2,716.07,1.01
2685,NCR_M68372,Connaught Place,2,657.41,1.22
3356,NCR_M68275,Connaught Place,3,1330.72,1.07
1251,NCR_M4135,Gurgaon CyberHub,3,779.73,0.8
1253,NCR_M91429,Rohini,3,878.04,0.91
2689,NCR_M39602,Connaught Place,2,854.52,0.88
3388,NCR_M73890,Faridabad,2,384.73,0.86
1255,NCR_M15691,Lajpat Nagar,3,1582.92,1.15
3417,NCR_M1910,Lajpat Nagar,3,871.14,1.22
1274,NCR_M91240,Gurgaon CyberHub,3,884.59,1.08
3446,NCR_M80033,Lajpat Nagar,3,1263.47,1.24
1268,NCR_M12063,Connaught Place,2,738.79,1.28
2774,NCR_M75387,Noida Sector 18,2,685.71,0.91
3385,NCR_M93238,Gurgaon CyberHub,3,904.72,1.21
3402,NCR_M34732,Saket,2,456.0,0.89
3553,NCR_M5154,Gurgaon CyberHub,2,995.74,1.08
2787,NCR_M10482,Lajpat Nagar,2,1003.66,1.28
1292,NCR_M99271,Noida Sector 18,3,707.76,0.73
2782,NCR_M66426,Rohini,2,233.89,0.78
3571,NCR_M63601,Lajpat Nagar,2,872.31,1.05
2809,NCR_M84982,Saket,2,546.36,1.21
3427,NCR_M71998,Connaught Place,2,662.26,0.89
3591,NCR_M28206,Gurgaon CyberHub,3,864.77,0.77
1327,NCR_M88888,Noida Sector 18,4,1528.84,1.26
2819,NCR_M81543,Gurgaon CyberHub,2,523.46,0.76
3605,NCR_M44150,Gurgaon CyberHub,2,783.19,1.08
3612,NCR_M49113,Noida Sector 18,2,407.77,0.82
1336,NCR_M10941,Rohini,3,674.98,1.09
3622,NCR_M59011,Saket,2,659.63,1.1
3482,NCR_M76795,Noida Sector 18,3,496.95,0.81
3620,NCR_M24486,Dwarka,2,688.36,0.79
2821,NCR_M89300,Lajpat Nagar,2,357.56,0.72
2837,NCR_M1068,Lajpat Nagar,2,449.04,1.13
1359,NCR_M20608,Dwarka,2,574.03,0.82
1341,NCR_M61598,Faridabad,3,859.12,0.84
3629,NCR_M74555,Dwarka,3,995.18,0.96
2925,NCR_M48522,Dwarka,2,673.02,0.84
3600,NCR_M15188,Faridabad,2,531.43,0.83
1374,NCR_M3986,Faridabad,2,531.66,1.08
1371,NCR_M43053,Noida Sector 18,2,579.48,0.9
2943,NCR_M19564,Faridabad,2,615.49,0.9
1382,NCR_M47323,Connaught Place,2,572.19,0.81
3596,NCR_M61246,Saket,3,1147.04,1.18
1375,NCR_M51515,Noida Sector 18,4,860.01,0.9
3725,NCR_M18609,Connaught Place,2,661.6,0.88
1383,NCR_M67263,Saket,3,1168.35,0.88
3741,NCR_M92119,Noida Sector 18,3,1152.92,1.05
3632,NCR_M71328,Rohini,4,2177.07,1.11
3634,NCR_M57226,Saket,2,730.9,1.22
1384,NCR_M73995,Lajpat Nagar,2,721.35,0.92
1400,NCR_M17222,Saket,2,682.71,1.11
1397,NCR_M48507,Faridabad,2,546.75,0.74
3002,NCR_M20969,Gurgaon CyberHub,2,356.27,0.88
1385,NCR_M82607,Connaught Place,3,1032.2,0.96
1391,NCR_M27938,Dwarka,2,433.99,0.99
3001,NCR_M62436,Saket,3,912.6,1.08
1398,NCR_M49509,Faridabad,2,461.97,0.97
1409,NCR_M41832,Dwarka,2,1067.29,1.27
1403,NCR_M42934,Faridabad,2,983.62,1.01
3028,NCR_M47308,Dwarka,2,506.55,0.8
3848,NCR_M48341,Rohini,2,797.66,1.22
3849,NCR_M86339,Noida Sector 18,2,1386.49,1.17
3665,NCR_M43602,Connaught Place,4,1377.05,0.89
1420,NCR_M75957,Saket,2,330.0,0.75
3852,NCR_M72179,Lajpat Nagar,2,720.56,1.0
1414,NCR_M85312,Noida Sector 18,4,1220.52,0.73
3695,NCR_M28755,Gurgaon CyberHub,3,840.01,0.9
3861,NCR_M43311,Rohini,2,657.41,0.96
1423,NCR_M69894,Faridabad,2,616.16,1.0
3686,NCR_M86800,Gurgaon CyberHub,2,834.68,0.87
1424,NCR_M48368,Gurgaon CyberHub,4,978.85,0.77
3054,NCR_M13202,Rohini,2,344.67,0.86
3878,NCR_M2740,Noida Sector 18,3,1059.07,1.18
3042,NCR_M13232,Connaught Place,4,1179.64,1.18
3757,NCR_M42496,Noida Sector 18,3,1192.31,1.16
3889,NCR_M21169,Rohini,2,560.45,1.25
3763,NCR_M32625,Noida Sector 18,2,1107.07,1.13
1430,NCR_M10636,Lajpat Nagar,3,1205.87,0.96
3755,NCR_M9965,Lajpat Nagar,3,290.21,1.17
3056,NCR_M27786,Noida Sector 18,2,573.29,1.09
3911,NCR_M95047,Lajpat Nagar,2,676.29,1.29
3064,NCR_M82798,Rohini,2,444.66,0.73
3794,NCR_M84791,Noida Sector 18,3,113.96,1.2
1438,NCR_M76929,Connaught Place,2,568.16,0.82
3916,NCR_M12337,Rohini,3,1215.41,1.14
3913,NCR_M77476,Saket,3,602.33,1.23
3089,NCR_M27413,Lajpat Nagar,3,1603.06,1.12
1444,NCR_M82213,Noida Sector 18,2,883.82,1.23
1455,NCR_M75380,Gurgaon CyberHub,2,348.6,0.74
1443,NCR_M45592,Saket,3,1535.37,1.16
3949,NCR_M61751,Dwarka,2,660.49,1.26
3865,NCR_M90649,Connaught Place,3,586.55,0.78
3996,NCR_M96135,Saket,2,479.17,1.2
1463,NCR_M35455,Connaught Place,2,780.14,1.19
3111,NCR_M98538,Saket,2,754.51,0.92
4026,NCR_M62673,Rohini,3,853.7,0.84
4029,NCR_M27229,Rohini,2,628.64,1.08
3939,NCR_M14430,Noida Sector 18,2,812.72,1.24
3927,NCR_M84295,Rohini,3,713.95,0.78
3940,NCR_M67809,Lajpat Nagar,3,658.27,0.82
4039,NCR_M82887,Saket,2,707.37,0.71
3958,NCR_M53016,Noida Sector 18,4,1447.62,1.03
1476,NCR_M88075,Saket,3,1437.89,1.19
4038,NCR_M68937,Dwarka,3,686.2,1.28
3200,NCR_M80908,Faridabad,2,1139.5,1.19
4041,NCR_M57379,Dwarka,3,519.75,1.13
3214,NCR_M37311,Faridabad,2,447.28,0.74
1477,NCR_M83684,Rohini,2,763.04,1.08
1481,NCR_M68828,Faridabad,2,629.68,1.26
1485,NCR_M35257,Dwarka,3,536.03,0.82
1491,NCR_M76429,Saket,2,725.82,0.93
4097,NCR_M99863,Rohini,3,1406.32,1.23
4025,NCR_M38890,Lajpat Nagar,2,452.72,0.75
1507,NCR_M51429,Noida Sector 18,2,587.55,1.03
4064,NCR_M37208,Rohini,3,679.58,0.86
4135,NCR_M50256,Connaught Place,2,385.65,0.71
4182,NCR_M91532,Connaught Place,3,528.22,0.77
4112,NCR_M5410,Lajpat Nagar,2,532.35,1.24
3318,NCR_M42439,Lajpat Nagar,2,955.01,1.08
4152,NCR_M95360,Connaught Place,2,352.54,1.09
3330,NCR_M7870,Rohini,2,56.31,0.72
4198,NCR_M56863,Dwarka,2,643.78,1.22
4241,NCR_M87938,Dwarka,2,819.96,1.22
3392,NCR_M25959,Connaught Place,2,664.38,1.21
4211,NCR_M76303,Saket,2,687.51,0.85
1566,NCR_M19769,Lajpat Nagar,2,629.01,0.71
4250,NCR_M96331,Dwarka,2,721.67,0.84
4234,NCR_M26146,Dwarka,2,693.33,1.06
3398,NCR_M75623,Rohini,3,574.48,1.2
1582,NCR_M26443,Connaught Place,2,1011.24,1.07
4253,NCR_M81949,Saket,2,325.28,0.72
4260,NCR_M25597,Rohini,2,863.8,1.16
1589,NCR_M75792,Faridabad,2,984.02,1.27
4267,NCR_M42407,Dwarka,2,824.19,1.12
3449,NCR_M40525,Noida Sector 18,2,381.62,0.77
4252,NCR_M23333,Faridabad,4,974.36,0.77
4264,NCR_M15765,Connaught Place,2,892.34,1.16
4274,NCR_M27564,Dwarka,2,580.69,0.92
1595,NCR_M87676,Dwarka,3,548.05,1.19
4276,NCR_M36371,Gurgaon CyberHub,2,651.01,0.85
3469,NCR_M5063,Rohini,2,804.18,0.84
1615,NCR_M44646,Noida Sector 18,2,972.6,1.2
4332,NCR_M7245,Gurgaon CyberHub,2,743.96,0.88
1610,NCR_M6373,Noida Sector 18,2,491.21,1.11
4286,NCR_M85502,Faridabad,4,817.64,1.13
4295,NCR_M64472,Lajpat Nagar,3,1349.13,1.14
4312,NCR_M16957,Lajpat Nagar,2,536.44,0.79
3480,NCR_M40474,Dwarka,2,402.56,1.13
3475,NCR_M13895,Dwarka,2,698.31,0.93
4327,NCR_M98919,Rohini,3,1383.52,1.26
1618,NCR_M69587,Dwarka,2,825.12,1.2
4413,NCR_M16710,Rohini,3,1122.76,1.1
4375,NCR_M81259,Lajpat Nagar,2,1056.83,1.13
3502,NCR_M15211,Faridabad,2,676.21,0.77
4408,NCR_M49511,Rohini,2,836.52,1.15
4358,NCR_M38675,Faridabad,2,569.38,0.83
3506,NCR_M17734,Dwarka,3,726.52,0.92
4435,NCR_M20081,Dwarka,2,73.8,0.81
4439,NCR_M53413,Dwarka,2,600.25,1.11
4420,NCR_M58972,Lajpat Nagar,2,436.74,0.78
4387,NCR_M39710,Connaught Place,2,707.38,0.7
4447,NCR_M59847,Gurgaon CyberHub,3,379.12,0.82
4417,NCR_M65481,Gurgaon CyberHub,2,740.42,1.01
3528,NCR_M52961,Noida Sector 18,4,960.71,0.93
4401,NCR_M41153,Gurgaon CyberHub,3,1474.34,1.2
4432,NCR_M27251,Rohini,2,1294.95,1.17
4472,NCR_M85766,Noida Sector 18,2,708.63,0.86
4459,NCR_M48138,Rohini,4,1084.7,0.93
3550,NCR_M82012,Gurgaon CyberHub,4,1215.77,0.76
4446,NCR_M46413,Dwarka,2,331.93,0.75
3583,NCR_M43877,Lajpat Nagar,3,1228.34,0.93
1692,NCR_M94548,Noida Sector 18,3,1540.17,1.17
1680,NCR_M73665,Faridabad,2,830.08,0.9
4518,NCR_M50228,Faridabad,2,803.55,1.02
4512,NCR_M32451,Saket,2,832.75,0.98
1713,NCR_M84434,Lajpat Nagar,2,196.67,1.22
3598,NCR_M73705,Rohini,2,831.22,1.29
1714,NCR_M6862,Noida Sector 18,2,497.39,0.81
3608,NCR_M61915,Dwarka,2,662.42,0.73
4533,NCR_M63889,Faridabad,2,669.79,0.94
1711,NCR_M79287,Lajpat Nagar,2,847.45,1.09
1731,NCR_M61294,Connaught Place,2,374.94,1.12
1727,NCR_M82525,Faridabad,3,619.38,0.72
3626,NCR_M68516,Lajpat Nagar,3,964.72,0.95
1744,NCR_M23525,Noida Sector 18,2,137.93,0.77
4641,NCR_M7066,Connaught Place,2,676.54,0.99
3701,NCR_M37685,Lajpat Nagar,2,152.95,1.03
4629,NCR_M88721,Faridabad,3,718.27,0.89
3745,NCR_M33366,Saket,2,757.86,0.92
3724,NCR_M58877,Rohini,3,1581.26,1.29
4664,NCR_M23705,Rohini,2,625.92,0.81
1754,NCR_M57858,Dwarka,3,1061.64,0.83
1759,NCR_M5623,Saket,3,767.68,0.93
1770,NCR_M83798,Lajpat Nagar,2,586.14,1.1
1774,NCR_M93956,Lajpat Nagar,3,1648.21,1.3
4707,NCR_M91142,Connaught Place,2,554.89,0.77
1777,NCR_M94708,Faridabad,2,644.0,1.06
1766,NCR_M87701,Faridabad,3,1087.42,1.22
4709,NCR_M79333,Gurgaon CyberHub,3,690.13,0.76
3753,NCR_M96857,Lajpat Nagar,3,655.71,0.79
1789,NCR_M66202,Lajpat Nagar,2,393.17,0.83
4698,NCR_M32695,Saket,2,831.38,0.76
4703,NCR_M89767,Faridabad,2,507.9,1.11
4665,NCR_M22996,Saket,4,1145.78,0.81
4763,NCR_M92321,Rohini,2,723.27,1.11
3766,NCR_M80142,Rohini,3,840.7,0.95
4764,NCR_M83000,Saket,3,1129.32,1.1
4756,NCR_M8420,Gurgaon CyberHub,3,1010.64,0.88
1817,NCR_M47953,Connaught Place,2,385.38,0.71
3822,NCR_M33838,Rohini,2,382.02,1.01
4737,NCR_M70800,Rohini,2,381.23,1.1
1835,NCR_M48878,Saket,2,606.07,0.8
4799,NCR_M45688,Gurgaon CyberHub,3,478.23,0.71
1811,NCR_M99668,Rohini,4,1515.84,1.21
4775,NCR_M37277,Gurgaon CyberHub,2,981.82,1.18
3827,NCR_M34524,Saket,3,910.79,0.78
3809,NCR_M66056,Gurgaon CyberHub,4,815.32,0.86
4789,NCR_M54616,Gurgaon CyberHub,2,907.01,1.2
1838,NCR_M96643,Lajpat Nagar,2,623.32,1.28
1845,NCR_M10515,Lajpat Nagar,2,399.33,0.88
3832,NCR_M47457,Saket,3,800.67,0.73
4792,NCR_M7234,Faridabad,2,547.79,0.89
4833,NCR_M1103,Connaught Place,2,658.87,0.73
4841,NCR_M66134,Saket,2,1114.19,1.06
4822,NCR_M46716,Saket,4,1649.12,1.03
4842,NCR_M85194,Connaught Place,2,425.65,0.73
4848,NCR_M6257,Rohini,2,1144.42,1.22
4845,NCR_M64801,Connaught Place,3,758.67,1.09
4898,NCR_M94938,Gurgaon CyberHub,2,885.34,1.0
1864,NCR_M41549,Noida Sector 18,2,523.47,0.73
1863,NCR_M72091,Saket,3,1016.32,0.96
4884,NCR_M78201,Saket,2,871.24,1.15
4920,NCR_M42368,Dwarka,2,377.05,0.77
3873,NCR_M89923,Lajpat Nagar,3,1012.73,0.79
4895,NCR_M70383,Dwarka,2,518.54,1.23
3871,NCR_M26206,Faridabad,3,1134.21,1.09
4935,NCR_M25571,Connaught Place,2,592.76,0.83
4927,NCR_M30256,Dwarka,3,578.38,0.88
1897,NCR_M21183,Connaught Place,2,740.86,0.77
4950,NCR_M39374,Saket,3,906.78,1.0
1893,NCR_M43020,Lajpat Nagar,3,687.49,0.79
4936,NCR_M62620,Gurgaon CyberHub,4,1207.76,0.77
3922,NCR_M16044,Connaught Place,3,873.65,0.74
5000,NCR_M45533,Noida Sector 18,3,957.53,1.14
3936,NCR_M65937,Gurgaon CyberHub,2,730.06,1.09
1918,NCR_M19240,Lajpat Nagar,3,840.2,0.78
3961,NCR_M10417,Lajpat Nagar,2,494.1,0.91
5019,NCR_M3413,Faridabad,4,1210.9,1.04
4985,NCR_M81977,Lajpat Nagar,2,698.27,0.98
5004,NCR_M24407,Noida Sector 18,3,1535.07,1.27
5064,NCR_M1876,Faridabad,3,910.87,0.77
5076,NCR_M37067,Lajpat Nagar,2,818.7,1.12
3974,NCR_M5753,Connaught Place,2,949.74,1.21
1924,NCR_M86754,Faridabad,2,486.5,0.72
5007,NCR_M78026,Saket,2,968.75,1.29
5034,NCR_M1354,Dwarka,3,478.83,0.87
5071,NCR_M26987,Saket,2,1127.05,1.13
5067,NCR_M86908,Lajpat Nagar,2,427.32,1.2
1943,NCR_M14692,Gurgaon CyberHub,3,1133.85,1.05
4034,NCR_M69848,Saket,2,673.62,1.05
5096,NCR_M48076,Connaught Place,2,825.33,0.8
4084,NCR_M10795,Rohini,2,701.41,1.04
1970,NCR_M68471,Connaught Place,3,986.34,0.84
5164,NCR_M16407,Rohini,3,763.93,0.75
5178,NCR_M75931,Noida Sector 18,2,169.65,1.25
1976,NCR_M26873,Saket,2,527.26,1.1
5170,NCR_M41709,Faridabad,2,730.06,1.04
5162,NCR_M20801,Connaught Place,4,1600.79,0.85
5145,NCR_M43398,Saket,2,469.88,0.86
1968,NCR_M37910,Rohini,3,1225.41,1.05
4126,NCR_M21353,Faridabad,3,1274.85,1.13
1975,NCR_M93849,Dwarka,2,1142.44,1.28
5137,NCR_M15439,Faridabad,3,860.18,0.72
4145,NCR_M88922,Gurgaon CyberHub,2,584.75,1.04
5163,NCR_M45000,Rohini,2,511.5,1.11
5224,NCR_M18483,Rohini,2,71.13,0.84
4181,NCR_M32472,Gurgaon CyberHub,3,1380.24,1.21
1995,NCR_M47280,Connaught Place,2,560.36,1.26
5230,NCR_M54214,Saket,3,857.86,1.08
2003,NCR_M13027,Saket,2,1119.38,1.23
1994,NCR_M85185,Faridabad,2,743.7,1.23
5217,NCR_M5436,Lajpat Nagar,4,1428.23,0.95
2018,NCR_M8494,Dwarka,3,903.98,1.28
5239,NCR_M72228,Connaught Place,3,1172.38,0.73
2017,NCR_M59322,Lajpat Nagar,2,396.37,0.88
5263,NCR_M2764,Lajpat Nagar,2,832.18,1.15
4214,NCR_M20390,Noida Sector 18,2,1039.16,1.05
5261,NCR_M31499,Faridabad,2,462.85,0.81
2019,NCR_M63756,Saket,2,334.41,0.76
5258,NCR_M35826,Saket,2,699.01,1.2
2026,NCR_M16935,Faridabad,2,1185.12,1.28
5275,NCR_M5575,Noida Sector 18,2,389.03,0.71
5272,NCR_M38180,Dwarka,4,1168.01,0.87
5276,NCR_M1588,Rohini,4,1642.56,1.21
4297,NCR_M42783,Faridabad,3,693.5,0.73
2051,NCR_M54413,Rohini,2,511.51,0.73
5343,NCR_M60562,Gurgaon CyberHub,2,616.17,0.82
2068,NCR_M77225,Lajpat Nagar,3,1407.79,1.2
2034,NCR_M4410,Noida Sector 18,4,1314.77,1.14
2073,NCR_M71320,Lajpat Nagar,2,637.92,0.8
2063,NCR_M99017,Lajpat Nagar,4,989.65,0.82
5321,NCR_M26752,Noida Sector 18,4,1208.26,0.83
2069,NCR_M38175,Dwarka,3,1174.06,1.11
4320,NCR_M56573,Lajpat Nagar,4,714.05,1.18
5394,NCR_M61417,Saket,2,856.33,0.98
2086,NCR_M12042,Lajpat Nagar,3,602.73,0.72
4390,NCR_M23228,Connaught Place,2,408.77,0.98
2113,NCR_M35202,Saket,2,671.51,1.02
2092,NCR_M36070,Saket,4,1176.88,0.79
4410,NCR_M82191,Noida Sector 18,2,956.62,1.3
5412,NCR_M26371,Gurgaon CyberHub,4,1063.37,0.81
2106,NCR_M95019,Lajpat Nagar,3,289.56,1.09
5407,NCR_M11587,Gurgaon CyberHub,2,667.26,0.9
5470,NCR_M50232,Lajpat Nagar,2,655.75,0.8
2114,NCR_M5323,Noida Sector 18,3,965.2,1.25
5442,NCR_M65295,Connaught Place,3,1247.03,0.92
5524,NCR_M79469,Dwarka,2,583.26,0.94
5422,NCR_M29300,Noida Sector 18,3,1081.36,1.2
2122,NCR_M90716,Connaught Place,3,1204.66,1.2
4454,NCR_M70794,Noida Sector 18,3,1192.98,0.95
2116,NCR_M46502,Rohini,2,927.63,1.17
5495,NCR_M57135,Connaught Place,4,974.72,0.82
4457,NCR_M9778,Noida Sector 18,2,937.09,1.13
5516,NCR_M11250,Dwarka,2,1011.79,1.22
5544,NCR_M21391,Rohini,2,784.84,1.11
5575,NCR_M20370,Noida Sector 18,3,1436.87,1.18
5607,NCR_M12882,Connaught Place,2,439.87,0.72
2135,NCR_M9588,Rohini,4,139.43,0.99
5485,NCR_M93801,Saket,4,1259.14,0.93
5612,NCR_M74328,Dwarka,2,96.4,0.95
4507,NCR_M87912,Noida Sector 18,3,948.97,1.03
5535,NCR_M88148,Lajpat Nagar,4,1000.05,1.14
5638,NCR_M7834,Gurgaon CyberHub,3,1306.51,1.29
4535,NCR_M47014,Gurgaon CyberHub,3,716.87,0.95
5543,NCR_M63621,Gurgaon CyberHub,4,1732.89,1.25
5558,NCR_M15755,Noida Sector 18,4,865.53,0.88
4537,NCR_M78114,Faridabad,3,773.92,0.9
2151,NCR_M96632,Lajpat Nagar,3,1051.97,0.94
5699,NCR_M86785,Dwarka,2,585.68,1.0
5598,NCR_M35283,Saket,2,572.6,1.27
2177,NCR_M36738,Saket,2,836.89,0.93
2179,NCR_M97428,Connaught Place,2,532.33,1.15
2163,NCR_M24125,Noida Sector 18,4,1686.03,1.17
4576,NCR_M70103,Saket,2,491.37,0.8
5709,NCR_M2197,Faridabad,4,771.88,0.73
2165,NCR_M61528,Dwarka,3,558.17,0.87
5740,NCR_M96652,Noida Sector 18,2,698.05,1.22
5732,NCR_M85396,Noida Sector 18,2,807.68,1.1
2187,NCR_M11346,Noida Sector 18,2,1113.41,1.29
5723,NCR_M34078,Connaught Place,2,559.0,0.99
2193,NCR_M66401,Lajpat Nagar,3,842.38,0.84
2192,NCR_M12056,Gurgaon CyberHub,2,519.84,1.06
5742,NCR_M85284,Lajpat Nagar,4,730.03,1.08
2186,NCR_M44485,Saket,3,556.59,0.93
4600,NCR_M77515,Gurgaon CyberHub,2,822.27,0.9
2198,NCR_M90136,Lajpat Nagar,3,959.78,0.8
2202,NCR_M35772,Rohini,2,621.85,1.13
5662,NCR_M57655,Gurgaon CyberHub,4,1446.39,0.95
5775,NCR_M46541,Lajpat Nagar,2,339.69,0.78
2204,NCR_M83152,Dwarka,2,254.45,0.71
2194,NCR_M29378,Gurgaon CyberHub,2,408.71,0.86
4666,NCR_M95568,Dwarka,2,892.39,1.22
5667,NCR_M49574,Lajpat Nagar,4,1010.05,0.97
5719,NCR_M42734,Faridabad,3,881.77,0.94
5707,NCR_M11761,Faridabad,2,734.55,1.2
5812,NCR_M99251,Connaught Place,2,852.66,1.1
5867,NCR_M25763,Rohini,2,516.35,1.01
2231,NCR_M50987,Noida Sector 18,2,702.19,1.23
2241,NCR_M34333,Connaught Place,2,821.92,0.93
4731,NCR_M40101,Connaught Place,3,687.44,0.9
5924,NCR_M4945,Saket,2,669.84,0.95
4720,NCR_M48826,Faridabad,3,781.78,0.87
5927,NCR_M13878,Gurgaon CyberHub,2,185.52,1.04
4749,NCR_M29991,Faridabad,2,590.67,1.19
5818,NCR_M99613,Faridabad,2,735.44,1.23
5906,NCR_M55284,Lajpat Nagar,3,790.79,1.0
2251,NCR_M3259,Saket,4,1386.41,1.27
2250,NCR_M31630,Noida Sector 18,4,1035.47,1.04
2249,NCR_M37580,Gurgaon CyberHub,2,773.36,1.25
2258,NCR_M22959,Gurgaon CyberHub,2,601.71,1.25
5853,NCR_M39466,Saket,3,780.28,1.28
4815,NCR_M85854,Noida Sector 18,3,886.07,0.96
