order_id,merchant_id,zone,weather,traffic_index,rider_density,hour_of_day,structural_minimum_time_sec,complexity_delta_sec,ambient_friction_multiplier,merchant_marked_ready_sec,trust_weight,is_anomaly,raw_kpt_sec,kpt_floor_sec,kpt_ceiling_sec,buffer_sec,final_predicted_kpt_sec,final_predicted_kpt_min
16286,NCR_M61161,Dwarka,Heatwave,0.73,High,19,791.09,0,1.3376,795.41,1.0,False,914.93,863.09,957.02,4.83,919.76,15.33
6491,NCR_M25855,Dwarka,Rain,0.66,High,18,441.27,26,1.4115,482.06,1.0,False,555.15,506.11,570.14,26.95,582.1,9.7
6484,NCR_M10716,Lajpat Nagar,Fog,0.49,High,12,203.42,0,1.5813,200.03,0.75,False,259.87,237.78,267.4,25.96,285.83,4.76
13803,NCR_M81702,Gurgaon CyberHub,Fog,0.5,Medium,22,485.09,51,1.5992,523.04,1.0,False,677.94,616.92,695.56,31.4,709.34,11.82
16295,NCR_M58785,Lajpat Nagar,Heatwave,0.97,Low,17,918.23,22,1.895,927.27,1.0,False,1294.31,1249.01,1391.38,15.75,1310.06,21.83
16291,NCR_M99645,Lajpat Nagar,Heatwave,0.85,Low,19,1232.47,30,2.0058,1265.16,1.0,False,1787.99,1739.71,1945.93,29.58,1817.57,30.29
16315,NCR_M26798,Noida Sector 18,Heatwave,0.85,Medium,12,711.48,0,1.523,362.83,0.25,True,920.73,892.18,995.92,22.94,943.67,15.73
6493,NCR_M47574,Gurgaon CyberHub,Smog,0.87,Medium,21,1357.32,0,1.7898,763.75,0.25,True,1897.31,1844.18,2061.74,26.98,1924.29,32.07
16318,NCR_M76121,Saket,Clear,0.61,Medium,20,319.55,40,1.4272,331.05,1.0,False,429.54,399.47,445.86,13.8,443.34,7.39
16359,NCR_M14781,Gurgaon CyberHub,Fog,0.49,High,12,883.37,0,1.4596,910.55,1.0,False,1067.23,985.41,1103.52,19.32,1086.55,18.11
6516,NCR_M37906,Connaught Place,Clear,0.51,High,19,542.38,0,1.3286,569.08,1.0,False,625.17,595.17,658.52,2.3,627.47,10.46
6502,NCR_M21574,Saket,Rain,0.35,High,12,581.57,0,1.457,349.54,0.25,True,736.89,704.46,781.1,7.59,744.48,12.41
16368,NCR_M33360,Noida Sector 18,Heatwave,0.8,Low,19,891.44,0,1.8041,733.31,0.75,False,1215.18,1173.87,1308.35,19.32,1234.5,20.58
6522,NCR_M66063,Dwarka,Heatwave,0.43,High,19,664.6,0,1.2484,681.77,1.0,False,742.57,711.38,789.6,9.66,752.23,12.54
16470,NCR_M73392,Gurgaon CyberHub,Rain,0.69,High,20,877.32,0,1.7077,732.08,0.75,False,1164.02,1130.26,1262.96,27.2,1191.22,19.85
16392,NCR_M43464,Dwarka,Clear,0.71,Low,17,697.94,0,1.4473,733.22,1.0,False,839.65,776.67,869.04,15.0,854.65,14.24
6533,NCR_M99597,Connaught Place,Smog,0.7,Medium,20,778.22,48,1.7218,828.03,1.0,False,1084.14,999.22,1119.92,19.94,1104.08,18.4
13962,NCR_M95019,Lajpat Nagar,Clear,0.45,Medium,11,865.27,0,1.3025,887.91,1.0,False,987.51,947.02,1051.7,9.0,996.51,16.61
6547,NCR_M16572,Noida Sector 18,Fog,0.6,Medium,18,544.21,0,1.637,489.97,0.75,False,707.18,637.64,722.03,35.18,742.36,12.37
6551,NCR_M97277,Rohini,Rain,0.79,High,17,877.96,0,1.4594,879.73,1.0,False,1060.63,1002.29,1110.47,3.3,1063.93,17.73
16460,NCR_M19143,Noida Sector 18,Rain,0.34,Medium,19,1113.24,95,1.7382,1096.22,0.75,False,1615.22,1510.23,1681.44,11.38,1626.6,27.11
6549,NCR_M25105,Lajpat Nagar,Clear,0.99,Low,19,1580.22,0,1.9788,1631.61,1.0,False,2222.89,2171.77,2434.07,35.08,2257.97,37.63
16520,NCR_M8626,Lajpat Nagar,Heatwave,0.36,Medium,22,953.06,70,1.5347,966.96,1.0,False,1267.4,1212.9,1345.55,8.45,1275.85,21.26
16480,NCR_M39200,Lajpat Nagar,Clear,0.59,Low,20,1445.54,0,1.7083,1484.74,1.0,False,1889.35,1794.88,1983.82,0.0,1889.35,31.49
16505,NCR_M15927,Noida Sector 18,Heatwave,0.31,High,12,669.53,0,1.3707,716.46,1.0,False,783.86,761.92,851.8,27.77,811.63,13.53
16528,NCR_M31219,Lajpat Nagar,Heatwave,0.44,Medium,22,726.17,47,1.4801,785.45,1.0,False,940.63,921.82,1034.7,42.26,982.89,16.38
16502,NCR_M44473,Saket,Clear,0.61,Medium,12,760.22,0,1.366,785.85,1.0,False,888.51,832.24,925.83,9.2,897.71,14.96
14022,NCR_M91917,Noida Sector 18,Clear,0.39,High,13,1458.75,0,1.2626,1487.36,1.0,False,1639.13,1575.21,1751.14,12.65,1651.78,27.53
16506,NCR_M20567,Connaught Place,Smog,0.85,Low,9,387.48,0,1.8282,313.11,0.75,False,531.66,478.5,542.3,35.7,567.36,9.46
14032,NCR_M56126,Dwarka,Heatwave,0.73,Medium,0,885.01,0,1.4473,617.73,0.25,True,1117.8,1039.56,1160.28,12.6,1130.4,18.84
16527,NCR_M33206,Faridabad,Smog,0.32,Medium,10,506.29,20,1.1635,526.18,1.0,False,567.69,551.22,615.94,21.93,589.62,9.83
6598,NCR_M29718,Gurgaon CyberHub,Clear,0.92,Low,20,646.32,0,1.9982,662.91,1.0,False,913.62,837.49,941.03,23.0,936.62,15.61
14027,NCR_M49985,Faridabad,Heatwave,0.65,Medium,13,1827.14,0,1.5117,1855.65,1.0,False,2246.49,2179.1,2433.7,24.15,2270.64,37.84
6566,NCR_M25136,Rohini,Rain,0.32,High,6,1474.36,40,1.0991,1517.47,1.0,False,1587.62,1484.43,1652.72,9.9,1597.52,26.63
16563,NCR_M28165,Connaught Place,Rain,0.84,Medium,14,962.26,25,1.7344,974.22,1.0,False,1300.19,1252.08,1393.37,16.44,1316.63,21.94
14079,NCR_M74490,Dwarka,Clear,0.57,Medium,11,1582.96,45,1.2396,1641.39,1.0,False,1812.53,1767.21,1978.68,27.5,1840.03,30.67
14097,NCR_M38563,Faridabad,Smog,0.93,Medium,1,840.24,20,1.2993,869.74,1.0,False,980.56,931.53,1029.59,0.0,980.56,16.34
16615,NCR_M69111,Gurgaon CyberHub,Heatwave,0.96,Medium,14,727.96,23,1.7515,684.37,0.75,False,1008.41,926.06,1039.67,22.94,1031.35,17.19
16537,NCR_M20170,Saket,Clear,0.69,High,13,1845.31,0,1.3005,1548.01,0.75,False,2141.29,2053.5,2280.47,10.35,2151.64,35.86
16589,NCR_M59859,Noida Sector 18,Clear,0.69,Medium,18,1574.09,0,1.3034,1349.3,0.75,False,1828.57,1757.25,1953.52,11.0,1839.57,30.66
16591,NCR_M21605,Faridabad,Heatwave,0.36,High,10,818.53,27,1.1338,396.43,0.25,True,949.43,881.39,984.56,13.65,963.08,16.05
16593,NCR_M89671,Noida Sector 18,Smog,0.91,Medium,10,697.84,85,1.4867,480.91,0.25,True,996.39,971.48,1087.73,28.05,1024.44,17.07
6618,NCR_M88739,Noida Sector 18,Smog,0.75,Low,8,1253.62,85,1.6169,1312.09,1.0,False,1702.15,1565.98,1756.62,18.36,1720.51,28.68
14146,NCR_M685,Saket,Smog,0.75,Medium,16,869.71,0,1.3354,882.82,1.0,False,1005.03,909.55,1028.15,31.11,1036.14,17.27
6637,NCR_M8008,Dwarka,Clear,0.84,Low,18,783.2,40,1.4654,842.82,1.0,False,996.51,921.78,1031.39,15.0,1011.51,16.86
16626,NCR_M41788,Saket,Rain,0.48,Low,21,342.02,51,1.7595,375.04,1.0,False,521.33,474.41,534.88,32.89,554.22,9.24
16639,NCR_M49583,Connaught Place,Clear,0.32,Low,9,758.85,0,1.3854,816.95,1.0,False,893.19,847.04,936.96,1.0,894.19,14.9
16658,NCR_M74792,Dwarka,Smog,0.35,Medium,12,729.86,0,1.3322,614.97,0.75,False,857.01,817.59,905.57,4.69,861.7,14.36
16647,NCR_M97799,Noida Sector 18,Clear,0.49,Medium,20,478.78,97,1.4076,484.64,1.0,False,683.12,642.13,713.18,6.9,690.02,11.5
16723,NCR_M83630,Dwarka,Clear,0.94,Low,10,1054.61,0,1.5066,1065.45,1.0,False,1294.47,1240.1,1376.45,8.0,1302.47,21.71
16646,NCR_M5783,Saket,Smog,0.97,High,18,716.05,0,1.6571,769.34,1.0,False,921.76,896.87,1003.18,24.99,946.75,15.78
16633,NCR_M66771,Rohini,Clear,0.47,High,0,1081.84,0,1.0854,1115.84,1.0,False,1127.09,1068.86,1182.32,1.0,1128.09,18.8
6646,NCR_M57646,Dwarka,Smog,0.41,High,19,373.52,40,1.5193,377.96,1.0,False,509.7,466.38,524.49,25.22,534.92,8.92
6653,NCR_M99725,Connaught Place,Clear,0.99,Low,20,557.32,0,2.0099,581.8,1.0,False,790.12,734.81,820.14,13.8,803.92,13.4
6651,NCR_M31997,Rohini,Fog,0.97,Medium,14,421.98,0,1.655,363.6,0.75,False,551.3,507.2,568.95,21.74,573.04,9.55
14188,NCR_M29205,Gurgaon CyberHub,Clear,0.57,High,17,1538.3,0,1.2261,1585.27,1.0,False,1703.35,1657.36,1853.81,24.5,1727.85,28.8
16729,NCR_M17153,Noida Sector 18,Clear,0.48,High,17,1351.97,0,1.1401,1286.63,0.75,False,1470.61,1387.28,1538.26,4.0,1474.61,24.58
16739,NCR_M55187,Connaught Place,Rain,0.52,Medium,0,426.52,0,1.5092,272.4,0.25,True,549.57,505.6,567.16,19.8,569.37,9.49
16766,NCR_M90556,Noida Sector 18,Fog,0.7,High,18,869.98,0,1.5168,919.27,1.0,False,1071.45,1012.52,1121.81,3.15,1074.6,17.91
14273,NCR_M85025,Rohini,Clear,0.3,Low,19,1031.76,48,1.4718,1048.42,1.0,False,1309.94,1275.88,1427.84,29.9,1339.84,22.33
16782,NCR_M19690,Lajpat Nagar,Smog,0.33,High,10,1011.21,35,1.3792,1024.64,1.0,False,1228.66,1128.32,1266.75,19.38,1248.04,20.8
6685,NCR_M50691,Rohini,Clear,0.38,Low,22,69.37,0,1.4034,80.44,1.0,False,82.18,75.19,84.56,24.72,106.9,1.78
6666,NCR_M94043,Faridabad,Smog,0.5,Medium,19,1714.55,0,1.4648,1767.86,1.0,False,2075.1,1929.84,2153.96,14.08,2089.18,34.82
16749,NCR_M83252,Lajpat Nagar,Smog,0.63,High,22,1036.46,0,1.3799,597.03,0.25,True,1279.71,1234.92,1375.69,17.59,1297.3,21.62
16824,NCR_M57321,Noida Sector 18,Clear,0.94,High,13,402.46,0,1.519,336.01,0.75,False,504.07,475.51,527.26,4.6,508.67,8.48
6678,NCR_M64227,Dwarka,Clear,0.62,High,20,390.95,0,1.2163,215.77,0.25,True,454.62,412.19,465.53,33.35,487.97,8.13
14287,NCR_M56092,Gurgaon CyberHub,Clear,0.91,High,19,718.2,0,1.5798,726.68,1.0,False,902.71,821.46,926.18,29.9,932.61,15.54
14307,NCR_M79302,Lajpat Nagar,Clear,0.51,Medium,13,1077.19,40,1.472,1079.8,1.0,False,1355.44,1251.52,1401.53,18.4,1373.84,22.9
6710,NCR_M21943,Connaught Place,Smog,0.74,Low,22,568.97,25,1.8227,572.57,1.0,False,801.9,747.11,833.18,12.9,814.8,13.58
6705,NCR_M38713,Saket,Rain,0.7,High,0,508.41,0,1.3683,524.35,1.0,False,594.71,569.73,632.37,8.8,603.51,10.06
14313,NCR_M65278,Saket,Smog,0.51,High,10,498.38,0,1.2141,234.57,0.25,True,579.05,531.76,597.0,19.38,598.43,9.97
14337,NCR_M49633,Gurgaon CyberHub,Heatwave,0.37,Low,20,429.22,56,1.7129,470.43,1.0,False,635.05,617.9,691.14,29.58,664.63,11.08
6708,NCR_M38032,Gurgaon CyberHub,Clear,0.3,High,13,431.9,37,1.3006,377.28,0.75,False,543.39,522.2,580.52,12.65,556.04,9.27
16884,NCR_M20479,Rohini,Clear,0.76,Medium,11,514.74,0,1.2913,445.06,0.75,False,595.22,567.84,628.95,4.0,599.22,9.99
16865,NCR_M22552,Gurgaon CyberHub,Smog,0.49,Low,21,688.41,48,1.6493,708.19,1.0,False,945.74,888.99,987.35,7.04,952.78,15.88
14375,NCR_M48069,Dwarka,Clear,0.36,High,22,924.92,0,1.1484,946.95,1.0,False,991.18,966.4,1082.03,31.62,1022.8,17.05
16875,NCR_M93609,Faridabad,Heatwave,0.93,Low,15,901.95,40,1.6208,916.17,1.0,False,1199.2,1081.28,1224.39,35.18,1234.38,20.57
6739,NCR_M35562,Lajpat Nagar,Clear,0.94,Medium,8,882.13,0,1.4662,763.94,0.75,False,1085.79,1027.88,1137.9,2.0,1087.79,18.13
16995,NCR_M2893,Faridabad,Heatwave,0.47,Medium,12,498.02,0,1.3613,531.48,1.0,False,581.06,549.11,608.37,3.62,584.68,9.74
16976,NCR_M99503,Faridabad,Heatwave,0.81,High,20,558.62,26,1.4915,572.94,1.0,False,713.98,660.43,738.97,18.11,732.09,12.2
17015,NCR_M24396,Rohini,Rain,0.48,Low,21,773.0,37,1.8394,724.42,0.75,False,1114.02,1080.6,1206.85,25.3,1139.32,18.99
14427,NCR_M18757,Rohini,Clear,0.58,High,12,1022.0,25,1.2945,1080.5,1.0,False,1191.24,1140.01,1264.7,8.05,1199.29,19.99
17049,NCR_M87711,Faridabad,Heatwave,0.31,Low,20,894.9,30,1.594,922.05,1.0,False,1167.72,1138.53,1274.76,33.21,1200.93,20.02
16921,NCR_M34652,Lajpat Nagar,Clear,0.8,High,20,729.6,32,1.5728,761.59,1.0,False,955.13,899.42,998.11,5.75,960.88,16.01
6776,NCR_M66334,Connaught Place,Smog,0.43,Low,9,872.16,25,1.6357,897.93,1.0,False,1147.42,1092.34,1208.61,2.04,1149.46,19.16
17040,NCR_M73746,Saket,Clear,0.3,Medium,14,1406.13,42,1.2356,1449.33,1.0,False,1609.71,1546.93,1719.7,12.65,1622.36,27.04
6760,NCR_M49307,Dwarka,Fog,0.38,Medium,9,1170.19,0,1.3305,1219.5,1.0,False,1349.78,1310.64,1464.51,22.57,1372.35,22.87
17071,NCR_M21347,Lajpat Nagar,Clear,0.9,Low,23,542.62,0,1.697,569.26,1.0,False,706.87,672.23,743.39,1.0,707.87,11.8
17100,NCR_M28025,Rohini,Fog,0.69,Medium,12,753.54,0,1.4755,692.37,0.75,False,930.4,898.76,1001.73,19.32,949.72,15.83
14474,NCR_M94951,Gurgaon CyberHub,Clear,0.54,Low,21,750.6,0,1.6084,773.77,1.0,False,951.93,918.61,1023.33,17.25,969.18,16.15
17070,NCR_M40819,Gurgaon CyberHub,Heatwave,0.99,Low,19,706.74,0,2.1084,742.43,1.0,False,1026.21,993.37,1108.31,21.73,1047.94,17.47
6780,NCR_M5948,Lajpat Nagar,Clear,0.77,Medium,0,1129.09,0,1.3415,1172.63,1.0,False,1307.75,1272.44,1423.27,24.5,1332.25,22.2
16994,NCR_M75154,Faridabad,Clear,0.41,High,8,596.6,0,1.07,605.34,1.0,False,617.13,572.9,639.96,13.0,630.13,10.5
14521,NCR_M86241,Dwarka,Fog,0.72,Medium,12,1216.84,0,1.5153,1230.13,1.0,False,1497.9,1418.01,1569.8,2.42,1500.32,25.01
16957,NCR_M94239,Faridabad,Clear,0.81,Low,14,1122.25,45,1.4921,1153.21,1.0,False,1425.81,1342.64,1489.98,5.75,1431.56,23.86
16999,NCR_M67429,Lajpat Nagar,Fog,0.83,Low,13,946.59,0,2.1637,991.86,1.0,False,1392.39,1333.91,1480.57,9.66,1402.05,23.37
6796,NCR_M29755,Dwarka,Clear,0.78,Medium,7,839.19,52,1.239,895.98,1.0,False,991.99,912.63,1023.73,18.0,1009.99,16.83
17031,NCR_M63356,Noida Sector 18,Clear,0.48,Medium,14,547.22,0,1.316,565.23,1.0,False,627.75,604.53,672.74,14.95,642.7,10.71
14530,NCR_M58242,Faridabad,Clear,0.39,High,20,1487.99,0,1.2816,1536.32,1.0,False,1684.52,1622.19,1805.24,14.95,1699.47,28.32
17168,NCR_M68961,Saket,Heatwave,0.31,Medium,22,778.61,60,1.3006,823.42,1.0,False,956.38,905.38,1002.29,2.42,958.8,15.98
14562,NCR_M13419,Dwarka,Heatwave,0.67,Low,17,762.74,0,1.5354,721.32,0.75,False,960.38,919.08,1019.6,7.35,967.73,16.13
17178,NCR_M95423,Lajpat Nagar,Rain,0.85,Low,19,741.4,0,2.3069,791.04,1.0,False,1126.07,1032.23,1159.86,25.3,1151.37,19.19
17217,NCR_M88594,Saket,Heatwave,0.43,High,20,577.37,20,1.4122,535.32,0.75,False,721.44,670.94,748.85,14.49,735.93,12.27
17181,NCR_M55185,Connaught Place,Clear,0.98,Low,18,302.96,0,1.8876,298.75,0.75,False,422.3,387.81,435.39,19.0,441.3,7.36
6836,NCR_M4834,Faridabad,Clear,0.88,High,9,629.61,95,1.2465,633.64,1.0,False,809.0,738.89,831.66,23.0,832.0,13.87
17183,NCR_M75431,Faridabad,Clear,0.69,Medium,19,1288.89,64,1.4096,1291.68,1.0,False,1606.24,1517.9,1681.73,3.45,1609.69,26.83
6828,NCR_M41834,Connaught Place,Clear,0.35,High,21,142.74,0,1.3215,177.95,1.0,False,164.09,153.42,170.82,10.35,174.44,2.91
17234,NCR_M566,Noida Sector 18,Clear,0.68,Medium,9,439.64,0,1.3289,480.76,1.0,False,506.81,456.13,516.94,35.0,541.81,9.03
17099,NCR_M40181,Gurgaon CyberHub,Smog,0.87,Low,9,753.92,27,1.6795,663.36,0.75,False,1027.12,993.22,1107.57,17.34,1044.46,17.41
17256,NCR_M18403,Faridabad,Smog,0.49,High,20,2295.28,0,1.3108,973.09,0.25,True,2765.59,2671.56,2977.62,18.77,2784.36,46.41
17101,NCR_M42846,Rohini,Clear,0.46,Low,13,1576.02,0,1.5103,1508.93,0.75,False,1968.36,1921.12,2152.07,33.35,2001.71,33.36
17277,NCR_M75852,Rohini,Clear,0.71,Low,20,495.18,0,1.6016,513.1,1.0,False,626.67,602.23,669.49,12.65,639.32,10.66
6835,NCR_M12835,Faridabad,Clear,0.83,Low,10,621.15,34,1.4695,669.83,1.0,False,794.19,768.78,857.73,18.0,812.19,13.54
6841,NCR_M67851,Noida Sector 18,Rain,0.9,Low,10,1858.23,0,1.7778,1603.0,0.75,False,2514.82,2434.35,2716.01,19.8,2534.62,42.24
17219,NCR_M37181,Gurgaon CyberHub,Smog,0.59,Medium,19,391.77,0,1.559,400.11,1.0,False,489.16,446.77,502.86,26.98,516.14,8.6
14700,NCR_M3884,Gurgaon CyberHub,Clear,0.84,Medium,10,476.22,63,1.4342,536.15,1.0,False,645.76,588.72,663.2,24.5,670.26,11.17
6871,NCR_M75588,Rohini,Clear,0.33,High,17,806.37,0,1.1149,863.22,1.0,False,851.44,801.77,889.75,5.0,856.44,14.27
6863,NCR_M11696,Lajpat Nagar,Clear,0.87,Medium,20,916.75,25,1.6628,902.74,0.75,False,1232.72,1142.32,1277.1,16.1,1248.82,20.81
17348,NCR_M23124,Rohini,Heatwave,0.55,Medium,20,849.48,0,1.4443,862.29,1.0,False,1020.9,959.64,1065.82,7.25,1028.15,17.14
17358,NCR_M58482,Connaught Place,Clear,0.71,High,18,468.52,52,1.4439,512.0,1.0,False,625.47,566.05,639.86,30.5,655.97,10.93
17232,NCR_M73439,Gurgaon CyberHub,Clear,0.99,High,21,607.37,0,1.6914,618.05,1.0,False,789.91,718.82,810.45,29.9,819.81,13.66
17373,NCR_M17574,Connaught Place,Clear,0.64,Low,17,709.51,110,1.5396,607.94,0.75,False,1031.04,969.18,1076.41,6.0,1037.04,17.28
17269,NCR_M94911,Rohini,Clear,0.54,High,16,1005.42,66,1.0925,1030.77,1.0,False,1119.88,1073.96,1192.67,9.0,1128.88,18.81
14738,NCR_M56495,Noida Sector 18,Clear,0.32,High,1,859.03,66,1.0418,874.82,1.0,False,944.17,867.06,973.43,19.0,963.17,16.05
17290,NCR_M12289,Connaught Place,Clear,0.9,High,12,1032.35,0,1.5052,1083.46,1.0,False,1266.56,1199.01,1327.35,2.3,1268.86,21.15
14770,NCR_M46979,Saket,Heatwave,0.65,Low,20,1636.9,0,1.8825,1447.22,0.75,False,2278.63,2196.6,2445.73,16.9,2295.53,38.26
17314,NCR_M72421,Faridabad,Clear,0.86,High,13,335.69,35,1.3506,304.82,0.75,False,437.51,408.34,455.01,11.5,449.01,7.48
14802,NCR_M76096,Dwarka,Rain,0.55,High,14,1615.19,67,1.3337,1658.74,1.0,False,1942.69,1882.47,2101.35,24.03,1966.72,32.78
6883,NCR_M54673,Saket,Clear,0.66,Low,18,769.6,0,1.5457,806.75,1.0,False,956.81,934.81,1047.71,30.5,987.31,16.46
6917,NCR_M61822,Connaught Place,Rain,0.59,High,11,876.26,86,1.5299,917.24,1.0,False,1190.21,1104.91,1234.25,14.3,1204.51,20.08
17533,NCR_M83662,Dwarka,Rain,0.85,Low,7,1054.67,37,1.817,1106.81,1.0,False,1471.53,1427.38,1594.16,22.0,1493.53,24.89
14806,NCR_M69225,Saket,Clear,0.8,Medium,14,1099.91,37,1.3985,1152.94,1.0,False,1344.49,1296.09,1443.09,16.1,1360.59,22.68
17488,NCR_M89406,Lajpat Nagar,Clear,0.32,Medium,8,736.43,0,1.3543,743.93,1.0,False,857.02,835.59,935.58,27.5,884.52,14.74
6920,NCR_M54797,Saket,Fog,0.66,Medium,19,700.88,85,1.4123,723.44,1.0,False,933.94,859.23,963.83,21.74,955.68,15.93
17343,NCR_M44707,Dwarka,Heatwave,0.61,High,7,476.85,0,1.161,420.51,0.75,False,523.34,474.5,535.9,30.45,553.79,9.23
17505,NCR_M4024,Gurgaon CyberHub,Heatwave,0.76,High,12,749.34,40,1.4597,767.84,1.0,False,953.67,911.7,1010.89,7.25,960.92,16.02
6927,NCR_M82637,Faridabad,Heatwave,0.5,High,11,765.46,40,1.17,788.74,1.0,False,871.24,835.52,927.87,9.45,880.69,14.68
6942,NCR_M36736,Dwarka,Rain,0.84,Medium,22,873.3,51,1.7473,912.72,1.0,False,1221.79,1111.83,1253.56,32.89,1254.68,20.91
17586,NCR_M72960,Connaught Place,Rain,0.84,High,17,463.65,35,1.5752,522.93,1.0,False,625.84,598.93,664.43,7.7,633.54,10.56
6939,NCR_M39219,Gurgaon CyberHub,Smog,0.42,High,20,1574.13,50,1.6047,1630.02,1.0,False,2057.4,2003.9,2242.56,30.5,2087.9,34.8
17571,NCR_M12214,Connaught Place,Rain,0.97,Medium,19,781.27,0,2.0428,784.95,1.0,False,1116.64,1078.68,1202.25,20.24,1136.88,18.95
6955,NCR_M98695,Connaught Place,Heatwave,0.69,Low,15,724.63,0,1.6407,732.83,1.0,False,928.18,891.98,991.6,11.55,939.73,15.66
6959,NCR_M28461,Noida Sector 18,Clear,0.76,High,11,537.38,65,1.272,568.52,1.0,False,679.38,631.83,705.2,12.0,691.38,11.52
14857,NCR_M64681,Rohini,Rain,0.47,High,21,1097.73,42,1.5448,1142.44,1.0,False,1416.57,1286.72,1451.98,34.79,1451.36,24.19
14875,NCR_M31018,Gurgaon CyberHub,Smog,0.62,Low,15,447.88,25,1.6089,297.16,0.25,True,626.69,578.64,647.99,16.32,643.01,10.72
17610,NCR_M98537,Rohini,Clear,0.54,Medium,14,621.61,35,1.2562,641.92,1.0,False,735.93,713.12,796.03,21.85,757.78,12.63
17408,NCR_M92039,Lajpat Nagar,Clear,0.76,High,15,563.18,58,1.3485,573.79,1.0,False,721.34,680.47,754.53,4.0,725.34,12.09
14878,NCR_M30991,Lajpat Nagar,Smog,0.68,High,17,510.96,40,1.4501,544.16,1.0,False,663.47,625.87,693.99,4.08,667.55,11.13
17412,NCR_M19516,Connaught Place,Smog,0.91,High,12,164.58,0,1.8029,207.29,1.0,False,220.99,200.73,226.51,32.26,253.25,4.22
17432,NCR_M29992,Rohini,Fog,0.45,Medium,23,886.85,0,1.2635,713.02,0.75,False,1014.61,983.15,1097.46,19.95,1034.56,17.24
17624,NCR_M7635,Faridabad,Smog,0.64,High,13,1010.1,0,1.3959,1063.51,1.0,False,1193.42,1113.85,1241.15,11.73,1205.15,20.09
17433,NCR_M77035,Noida Sector 18,Heatwave,0.87,Low,20,1042.98,0,1.9583,1063.84,1.0,False,1459.54,1374.4,1525.22,6.04,1465.58,24.43
17643,NCR_M76453,Dwarka,Clear,0.97,Medium,12,1049.61,0,1.5391,1064.21,1.0,False,1302.15,1247.46,1384.62,9.2,1311.35,21.86
17452,NCR_M29378,Gurgaon CyberHub,Clear,0.78,Low,19,349.37,25,1.7393,398.4,1.0,False,493.73,457.52,511.5,16.1,509.83,8.5
17645,NCR_M33002,Dwarka,Rain,0.39,High,14,951.21,72,1.3673,968.75,1.0,False,1196.46,1110.71,1240.72,16.44,1212.9,20.22
17476,NCR_M1392,Saket,Clear,0.6,High,10,702.66,0,1.2419,749.54,1.0,False,783.05,765.04,857.44,30.5,813.55,13.56
14902,NCR_M65207,Noida Sector 18,Rain,0.31,Low,19,1011.05,35,1.8069,1029.55,1.0,False,1406.11,1326.43,1470.79,5.06,1411.17,23.52
17656,NCR_M42216,Rohini,Heatwave,0.81,Medium,19,1576.75,30,1.4862,1601.32,1.0,False,1958.79,1862.81,2059.99,1.21,1960.0,32.67
6990,NCR_M79721,Lajpat Nagar,Clear,0.54,High,11,1469.5,54,1.3052,1486.01,1.0,False,1740.53,1683.09,1876.87,17.0,1757.53,29.29
17471,NCR_M27115,Saket,Clear,0.55,Low,13,1126.2,0,1.5438,1109.37,0.75,False,1421.82,1343.62,1488.65,3.45,1425.27,23.75
17697,NCR_M11883,Lajpat Nagar,Clear,0.97,Medium,15,77.26,38,1.5573,79.61,1.0,False,143.84,136.64,151.03,0.0,143.84,2.4
6994,NCR_M17274,Gurgaon CyberHub,Rain,0.96,Low,12,1005.03,20,1.9769,1050.58,1.0,False,1441.22,1374.92,1522.88,5.06,1446.28,24.1
14969,NCR_M45648,Faridabad,Smog,0.75,High,13,468.88,28,1.4035,515.9,1.0,False,588.65,559.22,618.08,0.0,588.65,9.81
7000,NCR_M82666,Noida Sector 18,Clear,0.57,High,19,466.04,50,1.3821,520.49,1.0,False,606.67,555.1,624.26,24.72,631.39,10.52
14991,NCR_M64893,Dwarka,Smog,0.31,Medium,14,465.0,0,1.2971,441.65,0.75,False,538.89,508.35,563.68,4.69,543.58,9.06
7002,NCR_M42680,Connaught Place,Clear,0.55,Medium,19,498.67,0,1.506,517.16,1.0,False,611.96,597.28,669.08,33.35,645.31,10.76
17523,NCR_M428,Rohini,Heatwave,0.75,Low,6,1850.27,30,1.5967,1880.39,1.0,False,2375.92,2323.65,2605.59,33.6,2409.52,40.16
17705,NCR_M96953,Lajpat Nagar,Clear,0.72,Medium,10,605.08,0,1.3769,616.25,1.0,False,710.01,668.59,741.96,5.0,715.01,11.92
17541,NCR_M66268,Gurgaon CyberHub,Clear,0.49,Medium,11,688.21,0,1.3505,715.61,1.0,False,799.78,768.58,854.43,11.0,810.78,13.51
14995,NCR_M800,Faridabad,Fog,0.7,High,15,467.05,0,1.2361,481.43,1.0,False,519.27,480.32,537.44,15.75,535.02,8.92
17547,NCR_M55660,Saket,Rain,0.34,High,14,879.11,0,1.2878,891.72,1.0,False,997.63,951.73,1054.16,5.06,1002.69,16.71
7005,NCR_M94410,Faridabad,Clear,0.86,Low,20,394.01,0,1.7113,351.74,0.75,False,523.31,480.57,539.53,21.85,545.16,9.09
7022,NCR_M7026,Rohini,Clear,0.6,Low,20,710.65,0,1.5693,713.12,1.0,False,890.24,868.88,973.33,33.35,923.59,15.39
14997,NCR_M14482,Rohini,Rain,0.33,Medium,8,835.21,0,1.4107,848.09,1.0,False,992.0,919.26,1027.72,15.4,1007.4,16.79
